advertising_id,recency,frequency,monetary
0b1d471c-71ea-490f-bc28-6fe843686aab,8,4,
afc0b3af-d0d7-40d4-a67b-64cf2f47eb19,8,4,
22753f48-5abf-44d4-9c1b-cc625ca6ab17,8,4,
6a3152b6-32f5-4e82-b177-93536fa2a0d1,8,4,
57dbfa60-6c91-4795-81e8-69ae547d7543,8,4,
21f8298b-0957-4aa5-a74e-bef68011754d,8,4,
487d478f-39ee-4d79-9074-8afa5e3d3fec,8,4,
7e559db1-ecd8-4693-a5f2-e6d97adb1aea,8,4,
19e762a6-37ac-4e37-adf4-69cf545c6328,8,4,
b790c45a-7abe-4bf7-8d2b-1200ec9186c6,8,4,
83e2a7a8-5eaa-45f4-a2c8-f1bb927adef3,8,4,
aab4d08d-8822-4612-8496-09da97425447,8,4,
e8540300-648e-40fb-a98d-05946b204adf,8,4,
a83e59b0-ea87-4c2c-ac44-e2a6661b133e,8,4,
2733eb43-05ce-456e-be9e-9ebad039d30b,8,4,
2b516e52-1611-4789-8eee-6361aa2b0bcc,8,4,
aaf03483-b732-4608-b6ca-96e1ea794475,8,4,
6040572d-fe26-48d5-80ca-ab39466d7c6e,8,4,
d70a2634-6a83-4e99-bbf7-ead80c7262c2,8,4,
7f34d78d-634b-4d6a-a1f1-2722cc484730,8,4,
eaa25893-f5e8-4ad6-a940-fadac7062d29,8,4,
94d400d4-dbc1-4f8d-86e2-c28896b38006,8,4,
ad9f5b57-ae34-4c2a-bfbb-fad9b58f0997,8,4,
d8dbca90-a0ca-4694-9da7-a35ea0c4f713,8,4,
0e5249f0-45fa-4920-8de1-65092462f551,8,4,
f992fb92-58f8-4d77-9803-6eb6129c296f,8,4,
102dd02b-3200-45d3-b576-dc83cc70e243,8,4,
ea6796b0-a580-49b2-a465-75ff90f54d6c,8,4,
3ab16c36-5300-48ff-a784-6455b330fe91,8,4,
0a699440-cf38-4add-b1ca-43446f2be57d,8,4,
4d16544b-3654-4d7f-bc86-085dc394371e,8,4,
17777b89-87a9-4570-860c-c0e9ac38724c,8,4,
9265f94e-e042-4b1b-8b89-b1cf6a56acb8,8,4,
7bc0686c-0b73-4dd3-ae01-234b59eb1db3,8,4,
6cda1a9d-8833-49ab-81ce-1dabcdd8370c,8,4,
7e428919-498a-4ade-a597-3edce9a5b30f,8,4,
77efe725-c472-4aed-9fa3-96e705ed65eb,8,4,
6f93cbea-0522-481a-a595-734ae2b2a79d,8,4,
ccf6eed8-423d-455b-91c6-be010cb70769,8,4,
db9eb728-be07-4114-b23c-47ceaa17c761,8,4,
14d8dfc5-fdf9-4e1e-ade6-349477b48948,8,4,
6b80ad3a-423f-4eec-b2ad-9e6d940b2ed9,8,4,
25caf128-d34a-4353-8e4f-6b03395971a8,8,4,
f7192f7a-3949-489f-8e95-c1afe709e9ec,8,5,
e418eb49-c226-43b2-806b-9f8f20d8aa15,8,5,
c69d97d0-7952-4358-b2d0-7af84a4ff272,8,5,
fe029b53-be0e-4108-9f35-cd97fdba94da,8,5,
bb00e526-c844-4284-b0a7-5e656c4f9fab,8,5,
c954dac7-0447-489e-8c6f-66e56c924177,8,5,
48d76ae3-896e-4a39-bf84-2f0b1af6f0fb,8,5,
9fd3c8b1-a329-47f6-b56f-19552ca95ac8,8,5,
5c5ec1f1-4b06-43d7-a6a0-9b6d3c2ddbe1,8,5,
653afe6a-0348-4200-ac9a-6d5b8584f784,8,5,
b3256451-5165-4b90-ba5b-ab74a221a3b5,8,5,
860ee7d7-7218-4965-8ec9-c59a4b7efe08,8,5,
a01871ac-b4c1-4e8c-a429-642513b2f03f,8,5,
4443ef54-a242-4fe9-810c-78597ceb15a0,8,5,
f1b1e603-1cb8-4554-81d2-1fb253e74ba3,8,5,
73da0947-dd3b-4343-b6b8-70729399c7b9,8,5,
1953d3f3-d8f7-4872-9d20-05355c60b87b,8,5,
5cf9ced5-876e-4410-af0e-05625d938d90,8,5,
116fa3cc-f5e4-4a43-bf31-dfd599b9d017,8,5,
350f2f2b-66a1-40c0-8b01-7f4eac178d28,8,5,
146df27c-26ca-462f-beb8-2d13662de364,8,5,
d30b9061-accb-43b1-839a-4e2819cb9371,8,5,
b6be9fec-7fd6-48b5-8740-7e1b79095c20,8,5,
1fa6ab2a-5985-4120-a393-2a266fda98eb,8,5,
e919da81-91cc-4b7c-a075-b0569091353a,8,5,
c2f61af9-deed-4561-b1b2-3f14e92ea9c3,8,5,
ba9d3f03-0224-465f-804c-12c3158c1bf1,8,5,
772bcad9-dd3c-4c94-9f05-694b17dc89d9,8,5,
92713b57-2046-43d1-ba94-145f18d823cb,8,5,
939f8767-1b06-4dcf-a33d-595902535240,8,5,
335ba9f7-4a34-4725-bed2-0e7e2da72e2c,8,5,
2a54f1ea-d703-4f17-b15f-6fcf7f786153,8,5,
34ca5378-bdef-40f0-a282-e7dbd24992b9,8,5,
d7c63722-90c0-45f8-93be-07e47cc3622e,8,5,
e67dcc51-8b5d-4c9e-8528-58f04ee3976b,8,5,
e8024243-b14d-4fb2-bba4-a5de3145cff3,8,5,
56aeda1c-ce2a-4a00-b6aa-66ccbca68b3f,8,5,
4f44b864-4a61-44cc-bb9e-ccdf8230700f,8,5,
1d4a3953-678d-421a-8b43-5c9c6eab38cd,8,5,
19f896d0-329e-4b47-8452-e90d2d96888d,8,5,
db326464-c343-4811-b5bc-7f3fdf34bb68,8,5,
4ee4fc5d-6fd1-479c-ae5b-c6dd825ca92d,8,5,
57710cba-4105-43b6-84ec-05ecf431961c,8,5,
ac8db209-9f8c-47f0-a98f-1fbc8358e992,8,5,
5d88c942-5458-41e9-bc21-76d56802f025,8,5,
3a5ddb31-4c2f-4e92-b286-64b176d34868,8,5,
a8c8564f-79ac-4906-9962-7cfc96e207e0,8,5,
5e33e87f-b2ca-404b-a680-d59e648954ac,8,5,
a695b014-9d41-4efe-9d4a-fdca74256055,8,5,
6d1c891f-8da7-417d-9489-d43062353b15,8,5,
fbe57e4d-b913-4623-ba06-84998b59da75,8,5,
4ee87f6a-86fe-47b2-82d0-522483719ccf,8,5,
c2e65971-6de5-46b8-a544-31b82203b824,8,5,
7180514c-2af2-484d-86bc-42aa9394502c,8,5,
bdbec77c-cfc9-405e-9be1-5fb19574e5c5,8,5,
aa90faa0-dae8-4085-bccd-38c089fe04f1,8,5,
1568a0cb-2086-494d-a7c9-69373987a8e9,8,5,
4008bf8e-5744-4f55-9076-71140da59537,8,5,
f1d50fd8-cbe8-47e4-b0a3-74cbc9f72786,8,5,
6f38f1d6-7e86-43ed-b587-596d7e052f10,8,5,
26489bb9-a4b4-43ed-8998-2f10b487c56c,8,5,
ecde422e-db2e-455b-bb72-7dc3212ff463,8,5,
9387b38a-f858-4703-9931-a216a6b9f2a7,8,5,
a98e7fff-e4c6-4723-b849-d44ed55477ee,8,5,
2accff8b-f16c-4504-a8ab-85d75d573088,8,5,
028d3228-b7e7-40b1-911a-f7a9b2b900fb,8,5,
93106f19-d860-40af-93ab-49e8401962cc,8,5,
8d8c4a3a-5237-4041-8e89-aeffe0703839,8,5,
86c3fa82-993a-4c78-9605-882df738eca6,8,5,
5a7f1caa-77f2-47a4-be49-f678052701ac,8,5,
829ada45-5cab-4920-be0e-0d710ee01702,8,5,
cf670cd8-7d69-4dd6-a942-99f95389ee5b,8,5,
470f4ca3-ea71-43cf-8b25-1ee942e2c198,8,5,
faaaec1e-1248-490d-9f49-e4745758bc4a,8,5,
5bc24b0b-9f43-4450-a385-590920e3fc46,8,5,
bee02f26-7bd3-4145-8d8f-2e4b5c96f9ce,8,5,
b3b06b78-a305-47b5-8227-7da4534cb710,8,5,
cee918c5-266a-497b-a266-f898aa5a2cd5,8,5,
5b03e6cb-fd7b-4e69-9c03-f0c70083ad38,8,5,
44114004-4c4d-4d8c-87ba-f4917f55d6ac,8,5,
102a06c3-bcfd-46f1-a50b-e9cb6f504137,8,5,
19f36544-224a-495f-963f-7da7bbec59d1,8,5,
bfa790e3-2649-4cc6-8244-2ee3dba786ad,8,5,
ba41e159-de2a-4c1f-bb64-ca0666ac96b5,8,5,
4baac358-8958-4325-b8dd-e4e54e7aca33,8,5,
8a056378-d924-45d6-a33d-75b0eacc8fae,8,5,
c0e6379a-ffd8-4042-baf1-38de2061c435,8,5,
b8770e34-b328-435d-abb9-6f80dcebacfa,8,5,
5487efb1-d2c6-411a-83c2-2ae86172a075,8,5,
01c39b07-20bb-4c21-8fbb-470b43473e80,8,5,
564dd293-a186-4d70-b0b1-f7e4c4bd88e1,8,5,
6a2c80ca-c7e7-43e2-a70d-fc6c6d5bf637,8,5,
8037e5eb-8622-488d-ba7d-a4836f69f6cb,8,5,
ded7ca79-e3bf-49dc-9b6d-51c0bac45774,8,5,
7c9dcf54-3c6b-44ba-9fc8-75263c43dd74,8,5,
cb86ef5b-31d1-44a3-a917-447e18756dcd,8,5,
0a051bdf-d125-4ef5-8da3-81a6c6f52980,8,5,
01cd92be-82c4-478e-acff-47bc9304476b,8,5,
a1ec9c03-6539-423d-a664-5ebb57b0cee9,8,5,
ca96df69-42f1-43da-bc4c-a120e7044bdc,8,5,
fee4f9c9-29d8-4499-ad9c-4c783c100e44,8,5,
083a4044-33e2-472d-8808-34768d4019c1,8,5,
a080e780-76c1-408d-9b47-c42bdba89e8d,8,5,
d1c875c7-77b6-44e2-a541-c5c03b7e37fc,8,5,
b38e4846-14a1-4fa9-bce1-f86753952b87,8,5,
5c6bac2c-13f8-4989-9a4d-e6288a5d391f,8,5,
feb8f10f-71e1-44be-9eed-9bf8e8c41604,8,5,
9267c4e3-6970-4da9-863b-71f6c44eaa1d,8,5,
2bb7950b-cb9e-41b4-8e65-0ef3da627521,8,5,
80560df3-a1e7-4da2-86b6-dfb333f7da02,8,5,
3be04502-4de4-4b64-91ca-52507b6929fe,8,5,
4b07ef87-6323-4afa-85ab-2be65cf85c72,8,5,
d7da7f7f-5af1-4f1d-9887-61de1dbdf65b,8,5,
9b5f90b3-7bb3-4c60-86f3-9988da7631cd,8,5,
321bca28-3e73-41d4-8169-26bb4efbf17a,8,5,
17131fa0-307a-4727-8676-201e403b2c07,8,5,
16f3424c-f355-47c2-98a9-b55f67587755,8,5,
1c57ae35-5bcc-4abd-b683-eb81f0c9ef48,8,5,
db391710-4616-435c-89f8-a18377c6d311,8,5,
b122237e-ecd8-47ee-9c4f-052712c07512,8,5,
b9001983-20b7-4f4c-b8ca-ffccc22bdfd8,8,5,
8f5f9934-b4be-4e8b-83f7-a9f1d9aa0dcf,8,5,
22ae65d6-5099-41a6-8e0b-e33c0b63eff6,8,5,
0922761e-457a-41ed-bfe8-7f4a4f246a19,8,5,
197fc9c8-619a-4ed7-819c-2ae6fc4b0e04,8,5,
6ca2bafd-e72d-49d0-b830-fa46d49c75e0,8,5,
ddde1e2a-a4da-4c47-bb41-e4e4311c2808,8,5,
1f79801b-fbb9-4284-8497-c6b238f00ebe,8,5,
2ec23985-c17a-46f4-8523-42eeb98c8601,8,5,
492b479a-65b5-46e8-848f-d95953d0b375,8,5,
54811cc4-1f02-476f-aec1-330c0cb2a788,8,5,
252c5373-8b2b-4959-9232-bce15b715d47,8,5,
b6661fab-44cb-4084-ac96-dca131c39f90,8,5,
1d3c2e1b-4101-4d35-a9ee-e309539341f7,8,5,
588201f3-e1b1-46cb-8eb2-235c9d048ab3,8,5,
772e7a8a-d4bb-4959-8869-2a7b1d62fbde,8,5,
f22a6531-68ec-4d01-bfe1-c94dfe337d6d,8,5,
6cca3a8d-6113-4b27-8bb2-f43b0586c577,8,5,
b1163dd5-a7f7-4149-ad03-1e84fe48bc72,8,5,
8813e10c-edb6-41ca-b064-8c89941c2545,8,5,
f5c81b29-8824-475d-b153-905400cfc50a,8,5,
dbf7cc88-ccdb-4c86-bf5a-6f7d6c95452e,8,5,
723fd2b0-daff-43a9-a3a1-c8b587f3d2a6,8,5,
bc92c4aa-4f84-4f8b-acd0-610b44c91212,8,5,
399b1d4e-caba-4d9c-a039-bc6da102f35c,8,5,
c76bed45-717e-4f76-a53c-cab2f3160474,8,5,
e639d082-9c06-4132-9f69-075a49dfed86,8,5,
32ec9e12-1637-4c81-8a35-17fe67fa6b02,8,5,
476efc03-3504-4709-a79e-bc52e51a0071,8,5,
5f2f7c40-3279-47e5-bf34-6991b9d52d35,8,5,
f9434a3a-6678-4312-b397-584076aae3f6,8,5,
7fae866f-e8ae-432f-aeab-f106dd6f1973,8,5,
2d1e4751-16ff-4380-8a69-ee9246d38cf2,8,5,
c530741d-8c07-4f5a-b732-41a463951c34,8,5,
231c8ac1-a4fa-4068-945b-1bfb10d8ba72,8,5,
dbfd178a-ce5e-4960-8da6-078d30d54f8b,8,5,
6444f42e-bd0f-4b85-81a5-34ef1d594007,8,5,
5c3b6252-44d9-4cc9-8e40-a2bf474d1535,8,5,
470fe97c-650c-4c8d-bee1-51cd0abc9cfa,8,5,
41024270-3868-4312-b69e-0777f858be6a,8,5,
bd553d81-00d7-418b-aa86-961872a42aa3,8,5,
1db8c7b5-96d0-4d20-8626-b0da8b033cb3,8,5,
ae410f29-7d48-4a9b-97db-1c1d04f67f14,8,5,
6c355cb0-41da-476a-b391-06ed4e1b2bdc,8,5,
a591aa54-7a7e-4b98-8b0f-97091f997c8c,8,5,
66ef44fc-876a-4c28-99db-ce645b806eb6,8,5,
6907b5c9-cc60-4ee9-afe4-2830ee19bb51,8,5,
10cab28c-f2d5-4d8c-bafb-1164a3c5fa30,8,5,
2b8e410d-3301-41f5-9153-212d4e6a4a3e,8,5,
1e8df654-5655-4c54-8fe6-5bd6c4dd596c,8,6,
aaf5776c-ab52-4dc4-ac0a-4fc3f53ba40d,8,6,
af49ee47-5486-47b9-8724-914a30eda07e,8,6,
e8209414-5495-465b-8dfd-f32b28f9f3cf,8,6,
75c6df4c-ff93-4ea7-a504-7e56d9abfa76,8,6,
b1bf79b3-1fc3-4356-af05-737c80daef90,8,6,
e8aa7468-c84b-4248-b0c3-d48f95287932,8,6,
91188218-6b3a-4243-a136-3e7627e0f841,8,6,
036f52a9-50d4-4ef2-b9fe-35f08783dbcc,8,6,
b7569d87-b7fb-43a0-b66a-7659dae50f17,8,6,
2493723f-6c08-4781-bbf0-284325942510,8,6,
8bfa54fe-ccc2-4377-974e-91402746a1ea,8,6,
95437f21-c001-4ae0-81af-557a44027f6e,8,6,
399e8995-f0cd-430f-bd51-4227fcd2ed43,8,6,
dec3be73-f6ec-43e4-9cca-e12b2a02d8d6,8,6,
1e671446-3d5e-452c-b81d-ac73c289f2fd,8,6,
9d764fa5-17ee-49a8-9d99-efc3a6cb0020,8,6,
47759acf-92be-4caf-a4b9-ed79ccd24a1f,8,6,
e6eb9e31-c75a-4270-97e0-2fee27552214,8,6,
08cd270a-6c55-4e2f-8b3c-8369ed3107c6,8,6,
0a5d6dc4-2f92-48b7-8ccd-e82ec741127c,8,6,
cbfe2901-dba6-4103-9733-0e6c83576764,8,6,
e89c5825-36d8-44ad-bb76-8aa3ca4fecbc,8,6,
02f6758b-bde5-4232-a51d-8f987ceec99a,8,6,
6d42d40a-9887-45ec-962c-edaa410e75fa,8,6,
75ba9edb-837e-491b-9d11-46e7df16ec69,8,6,
f9dc77ec-080c-44ca-8447-9673ef426ccb,8,6,
0c817c1a-60d3-4c12-b103-c427b42285db,8,6,
65cce866-e813-45a4-bae4-d06cb798fde4,8,6,
cc4bf04e-64bb-4ad8-92cf-a94ca742655d,8,6,
89fce525-2063-4097-8cf9-59bbadf2c6c2,8,6,
e81e9463-04eb-4077-bed4-4e434844a9a1,8,6,
9b731d18-2a5e-4245-a6d2-05a055c87d0b,8,6,
f74d0eb3-4100-4094-b644-c2ab2336d347,8,6,
d81e9e52-026b-4296-89e6-0925648e07e4,8,6,
3c4a3236-ec74-4887-91b0-d03d7f008416,8,6,
76d7df5e-06fa-4f38-be6b-75fa0681884c,8,6,
41fbe736-6434-4a38-bee4-591807ae191c,8,6,
77c9ce32-b9ed-4381-b97d-1d80a84beced,8,6,
8b492d0e-bbd5-43e4-a273-76bb75a9c0f8,8,6,
e2319901-a664-423f-bdfc-998a29d7bf01,8,6,
7b7a094b-ef32-4217-8a91-d3419c33aae7,8,6,
bf3a61d2-fc0e-48ca-890d-81b8e2ec4a12,8,6,
3b7f3457-56a8-4058-9e49-88f922f9aad1,8,6,
cdeb175a-6872-4709-b917-f6feeedff0cb,8,6,
88b15ca9-4548-44df-898c-9ba150abe765,8,6,
bd4dc2a8-cb25-4cef-a13c-67aaf4d4f646,8,6,
e03ba40c-be77-4d36-9bb3-0fae09081d55,8,6,
b9310b63-2921-41a5-ac8e-23b0c5f12558,8,6,
22cbe701-2abc-44f7-bb3d-b667a7d3cc8d,8,6,
7da7f6ef-4c72-4749-99f2-0986e726913e,8,6,
b9f352e3-113f-4132-8142-49f216de3328,8,6,
526694b2-eb7d-40fd-8c20-138c6c391563,8,6,
11cf7b65-32e1-453c-8f4b-8028da126e6a,8,6,
c9a3e637-1a25-49df-923a-97e1b732ac85,8,6,
953d5111-8f24-4a3f-8cca-18f1c446ce7b,8,6,
1716eea7-99bc-405c-9368-843af8d02a64,8,6,
e86fb918-9f29-42d6-a093-45a4dc881916,8,6,
1261cffc-c916-46a7-b9d2-083d39c11dcd,8,6,
8bcf37bd-89b6-4e90-8d95-c8d80d78dd03,8,6,
75621d0c-2c51-4714-91fc-84cdad55fbc4,8,6,
bb261e1e-0f84-4842-9158-8fd87f47bf0f,8,6,
e636f8ff-a16f-44c9-ab4c-5760db7ea7c3,8,6,
8f7a39db-c57f-49c6-99fc-656ad5990463,8,6,
6d48fdf0-8387-4097-bdc7-dfe5e581a34d,8,6,
067a4b37-7396-4020-969e-936b1ee51f75,8,6,
bb005ffc-31bd-4897-ae06-a2effd80927c,8,6,
8a2f8ed0-ac85-4e52-b86b-7a621b72fd01,8,6,
af3efd83-99f8-40b2-8307-a9826a668677,8,6,
7b155b56-9993-48f8-bc5d-635df0fafd78,8,6,
7168b9eb-a750-4770-8a88-26305a22a2c5,8,6,
e62f4cae-6b96-4dbb-9c4b-1250a328e5b3,8,6,
df275400-bcd8-406d-82c1-3e7e397259db,8,6,
2f63eca0-8828-4801-922b-46e9ab0a3d65,8,6,
cc8cde83-f3ed-4445-ad63-d500ab56599b,8,6,
d68beba1-bcbd-46cd-adeb-d0955722e2ed,8,6,
384cd773-8ba0-4398-827e-663c09e4a6d1,8,6,
06f610ff-c7b8-4925-b154-d972d23278c4,8,6,
926d0b2b-5233-463e-99b1-b8728b30c675,8,6,
687c9d11-865c-466b-9680-27454795e02b,8,6,
4390bc95-cde1-4252-8647-1029378ecdbd,8,6,
71ea5f5c-c703-4351-8db9-b84e1b7a5c37,8,6,
81a51ae9-9a32-4bdd-a08d-0b6438ba3f0e,8,6,
fcb69a8f-5a91-4142-9371-4ef3954a901e,8,6,
36c25a11-9e31-4c2c-878d-56e12aab3216,8,6,
c8272501-05de-4a82-a02d-797e8e7156c2,8,6,
97edecce-8b14-4c00-9517-6584204f0cc7,8,6,
821deda4-e127-4438-8493-c54ae4c4e39b,8,6,
30787e1f-1d57-4e22-8dd4-b5c8c20f8057,8,6,
32dee52b-acee-4c93-bbfc-42a4fe4bb7e2,8,6,
fa0b6ef5-19c8-44bc-a7b3-90a8a58e2815,8,6,
05df8cb8-fcb2-4d14-b345-de096d64a6a7,8,6,
9c0b2bc8-d7d9-4588-8a30-d28d84652bf6,8,6,
a3a25993-57bf-4a3e-b975-fcc2ce36c811,8,6,
25c669a3-aba8-4fb4-8fcd-b0a745e64981,8,6,
22a66661-a6a4-4345-8cbf-4caa1bcb9f54,8,6,
c6786309-fc13-4c0e-81ca-c565d1c768a7,8,6,
aa37df99-26b0-4c26-85a2-1b0d0c8096cd,8,6,
9747bfd4-2fe6-42ca-97b4-13d9a1bbbd54,8,6,
aa342813-0fcf-4da2-bbed-be709184152d,8,6,
87513517-521e-4926-a2e0-489e57f25be5,8,6,
b9589439-3027-4ecf-b11e-e235cb4d880b,8,6,
855f1439-27f5-43e7-be0c-3f46dc35fe8c,8,6,
35db2ff1-db69-42d8-b540-5d92caf8a056,8,6,
b69cabf3-3bfd-4636-b442-6c3de3aa318b,8,6,
bfde8a08-b399-41ab-9fd2-4fb601cf0068,8,6,
804fbd5f-9197-4937-af12-6bb3d00e1b0c,8,6,
9dce85aa-400d-4624-88d0-63b68a3deea8,8,6,
b9fdddc0-c33d-43de-a600-948e21426e48,8,6,
60318d94-5928-46bf-96bd-75761307e84d,8,6,
01e211c2-567e-4de3-a65c-78d3bb334d66,8,6,
15b14bb2-3e93-4a11-a5c1-08181695c344,8,6,
cc86dae4-5681-4e3d-b5a0-5280656c6cba,8,6,
3f0093b7-e809-48ca-8abe-fc8946d4a57e,8,6,
f88b39c1-8d99-4a3e-a7c0-bb6533a6391c,8,6,
6afc09da-d260-4bc2-a134-81cc6d1b58c6,8,6,
af3e4fde-c104-4141-8f1a-32e725ad70ba,8,6,
01c7f48c-6036-4e4a-91e3-dfca19b4fdd0,8,6,
5f3055eb-addb-4068-94c6-8c496b501b17,8,6,
cce7bd82-d212-44ba-9253-544cdf7969c5,8,6,
dff31790-4106-4e3c-892f-e6e853cedb07,8,6,
e303c9bc-0128-4fbe-aa3d-fe7515dca8dc,8,6,
69f1ba48-3a8c-4ec9-9e86-b0e3e26f1e32,8,6,
844741de-fb1c-4d9b-8eff-db691bf9ed4f,8,6,
9e90137a-362e-4c50-9b60-5b30339ce2c8,8,6,
e9a95118-54f1-439d-aa89-d0291aeb6ad3,8,6,
d13d3500-7522-47b0-ab01-da9e03c8d84c,8,6,
f8a8ef09-a646-46b9-a041-f42ff805a99c,8,6,
0466a022-3aef-4397-b046-b978cbd316f2,8,6,
804c6db4-082c-4ebc-ad6a-4a6c8f16695b,8,6,
d156fa76-388b-472f-bc9e-308e03c8ca64,8,6,
fb02df2a-fc68-48ba-a16e-0464defd6357,8,6,
01f7e80c-c697-48f5-af92-0c6964239be4,8,6,
a26a6f9f-85eb-41e5-9f0c-ebbd2be8fbc7,8,6,
242c96ec-e6bd-4fde-8758-f786560718ec,8,6,
b203bdf0-3a9e-4001-886a-d28595198464,8,6,
3368834e-527d-4ddf-8fb6-d362c98f736a,8,6,
e7bb5a31-8bdb-4142-9b87-cc7700c3ff25,8,6,
b3c03fea-7e99-4f01-ab7c-910d35d4495a,8,6,
63b130e1-df0a-4a9f-9e74-79c007e19e38,8,7,
fb6dd8cb-3a7d-4440-9715-56a98a5bfb05,8,7,
eb459ae3-ae61-4715-bce6-20b6666ff988,8,7,
bbe93256-e187-4a1f-bf4b-2f9cc503f62d,8,7,
576b5169-0fe9-4055-ab25-8fbd0945234e,8,7,
e8ec5675-6622-48c8-8678-9b781fa0e0d2,8,7,
6c7f49bd-1d47-4e80-816f-606887ef05c8,8,7,
ae575c89-41e1-4023-82e5-b022396689c8,8,7,
b9127d0a-f456-4744-ad5f-5b593a7b24ae,8,7,
86678f80-4c7e-41d8-81d5-e6176464b9f3,8,7,
c9ef48ea-a20f-4883-ad84-c982deade0e8,8,7,
9dcc19e9-f6b5-46da-9fb6-9a8ed3a19997,8,7,
9bae1bad-b931-4737-adf7-8b343441d188,8,7,
739e1472-714c-4788-ae05-8ffe303931f5,8,7,
e6362882-02f2-4957-9b38-7c0eeffce75f,8,7,
3789c06a-2e09-4085-bebd-e81bfef36f65,8,7,
8bb8c3bf-1935-47fe-ac62-5256d8b32f0f,8,7,
3829eca5-f723-41fe-9dfd-21b3a0b4c00a,8,7,
49154090-92ab-4291-a464-ec2507e7589a,8,7,
6ad6b7dc-2fb7-49a2-b364-c81d3ce3e2e1,8,7,
905e27b5-557f-4ae8-a708-215bfc72e789,8,7,
c21d1c27-176b-443c-b81d-ebb7b8687cd1,8,7,
f9bff558-3b65-4241-8c50-e2dd842c65ab,8,7,
07ee6f5a-fa13-49b0-be52-5d64f6a93bfa,8,7,
bf201580-1f98-4a13-bbe4-54580beed856,8,7,
5fa0e026-8e51-407d-95ea-1597c378675d,8,7,
6a30fe01-3f95-435d-b99a-8ddf709515a0,8,7,
cbb04b51-1fb7-4469-8359-26873fbd2514,8,7,
fdc790c0-6b12-4938-9b91-ef0077199ba3,8,7,
64549e7e-282c-446c-89ec-3ed6b4af90df,8,7,
5aeec91f-adac-4c84-be5c-07aba74ee785,8,7,
38879627-d947-4105-b794-e8e9c18a4773,8,7,
d09d7f4c-5d8e-4a1e-8e9b-fe7c7dcfcbf0,8,7,
7e215915-b0ea-4551-b8c3-e5d67f8f4c3b,8,7,
25e7f606-2202-43c1-a05b-e3306ec4157a,8,7,
bc402f1f-4802-45df-a0b1-f40386300c73,8,7,
8c11515f-63ed-431a-9ff1-e436bf42a0bc,8,7,
31f84a8b-cc2c-4e09-a076-8a60fad6896c,8,7,
81945022-fb12-4fc4-9b2f-6534fcb0c5c8,8,7,
2f88dd3f-c1f8-454a-a1bb-1528070c77e1,8,7,
85a61615-34ae-44d5-8b12-f0b8f43a1b43,8,7,
e38312cc-e5b1-467f-9b73-ace0332ff850,8,7,
ff62bc92-9bfd-4287-9330-7e3661f1ed7d,8,7,
b9ba0ad5-acf5-4022-ae02-4ef90efd0fcb,8,7,
398c706f-ce0b-4c73-b241-5407164ce7e9,8,7,
25d46087-e57a-4757-8431-40d504c69f91,8,7,
f601ed9f-a215-4086-8092-42b3d599d69f,8,7,
1746d622-d0d1-4767-82f4-e3ae34e098db,8,7,
70ce185c-a4c3-4dda-a9f5-c84df7e6b4fd,8,7,
338c1236-7456-4c59-9e91-35ad39b1f723,8,7,
b641b5b0-a657-4892-9331-1dadcd18c800,8,7,
2d8d4d54-f989-450a-9b3f-2561c056f2c7,8,7,
cdd422c9-1c67-4276-a26b-3eecf55c70af,8,7,
0c676c4f-eac3-4359-8a2e-5fe8c0d0b93a,8,7,
c1025ad3-69de-48bd-8779-6320b26a4f0e,8,7,
4a40ebd2-7feb-4289-bdb2-77381ea6a21b,8,7,
acac08fa-038f-4ba3-ac26-843764cdb88f,8,7,
7cac0cac-37ad-4f94-8cfd-a674700dde79,8,7,
991f1cd8-991e-445f-b187-d33eade2a75a,8,7,
6b7efb6e-6b4c-4f91-9a33-322938cc92f8,8,7,
8e9fde09-c217-492c-989b-2c65b672619d,8,7,
c656484e-ac1d-4aa4-abdc-67af130cbb3e,8,7,
81dfcda5-1a96-4413-bc7f-8d395c9874d3,8,7,
5402aab8-9561-4404-a4fa-3bebc2ce2790,8,7,
e5dd37f1-9112-4215-b646-d0f1379a615d,8,7,
849ee15a-1f5b-4adc-a381-777c4676eb68,8,7,
fad346f9-d443-4a8a-86d9-da2e08a8b5f3,8,7,
f6b709fe-e39f-4960-88b8-4f5fa8b1e7dd,8,7,
c10f2ba4-882c-40b1-a3b9-da41b2097bf6,8,7,
f75bd34c-cee5-4e7b-bc16-c2202da22a28,8,7,
6a43c2d9-6536-4292-9f39-ff7efeadedee,8,7,
1f377bac-53a7-4391-ace7-bfccd30a5a43,8,7,
e75d75bc-8f90-4a54-9e7e-75216105d466,8,7,
acd4ff27-e252-4d96-92fd-54602fc40ae1,8,7,
c2a2f88a-981a-48ad-986b-022aae99c48a,8,7,
664236b1-ef5c-404f-ae8d-58e8719c62f8,8,7,
e81c46ad-55fd-405f-8091-b278f6d908a5,8,7,
33861638-1922-4da3-9848-38ba73f11efc,8,7,
7dc2b5b2-0177-44a1-91fa-683a5d706922,8,7,
0c2b3feb-4226-4d1c-8581-697f6e1206b6,8,7,
e381d173-9104-4211-8663-bfc86553ddd4,8,7,
549043b8-e05f-4f05-8fe7-50dfda1bb52d,8,7,
de87bd2d-536f-4aac-8751-6317c60c0beb,8,7,
cdb13213-0dce-4102-b892-380b6e679bbe,8,7,
044b7b2b-7505-45b8-bf7a-b1a584917446,8,7,
