,advertising_id,recency,frequency,monetary,r,f,RFM
0,853b8f31-bbf9-4344-aa97-b381b407ff22,38,41,,1,5,Cannot Lose Them
1,4407acad-533d-4d5f-be42-7039591c9e2d,9,574,,4,5,Loyal Customers
2,98597eca-ffea-49e2-a761-cc583a5b8090,13,50,,4,5,Loyal Customers
3,b440816c-693d-4862-af08-2693555ef3d2,2,24,,5,5,Champions
4,b913c147-e1d2-4ee5-b880-3d53c3030d24,32,149,,1,5,Cannot Lose Them
5,09bd5c1b-fd63-482c-bf03-cbf50f6325cb,14,438,24.95386,4,5,Loyal Customers
6,6193ffe7-7bec-4696-98dc-a8e2846ee9f1,26,104,,2,5,Cannot Lose Them
7,8ebe29d3-f17d-45b2-acdc-33c387bb83ef,1,353,,5,5,Champions
8,5f9e6bdc-3929-4d5a-b167-5e496007a8e7,27,26,,2,5,Cannot Lose Them
9,8896cabc-ffe6-46ca-bd7b-ffc291105eda,34,55,,1,5,Cannot Lose Them
10,e0c72fb6-83e0-4544-a041-476a99a55c8e,3,28,,5,5,Champions
11,6052f6d7-322e-4eb1-a9fb-6f3f0b01fd6a,2,24,,5,5,Champions
12,0b2a62f5-2186-43fe-9878-7dbe018de6d7,37,32,,1,5,Cannot Lose Them
13,f53f57c4-60a1-40f3-9553-aff33eaef90e,37,57,,1,5,Cannot Lose Them
14,6bd833da-fb71-42ea-9638-c09cee07629a,3,109,,5,5,Champions
15,7ecffaf1-0437-403a-92b8-45cffda56dc7,33,64,,1,5,Cannot Lose Them
16,48c7c933-87ad-40e1-9495-d597198c3abb,9,33,,4,5,Loyal Customers
17,ce3a539c-c7cb-4901-ba7b-e9185cf65275,31,95,,2,5,Cannot Lose Them
18,bb89cf27-068c-460b-a79f-074af9d70b20,4,29,,5,5,Champions
19,426f4a0c-7d1a-46f5-a74c-f56ce5d6fb8f,38,61,,1,5,Cannot Lose Them
20,f5354e67-8002-4ee6-b7a5-46adc9c41799,11,56,,4,5,Loyal Customers
21,3f56e9ba-a0ea-4c5f-9659-cf61bfc3829e,26,31,,2,5,Cannot Lose Them
22,f45206db-11c5-42d1-962f-40e572dda30b,3,36,,5,5,Champions
23,f582825e-1040-4abf-a3c8-d4703e5107d7,16,27,,4,5,Loyal Customers
24,c74bd5af-d53b-4d7d-8ffa-8db9db58dc46,1,29,,5,5,Champions
25,7f4f0867-c0a6-410f-903a-b8c12c529000,33,108,,1,5,Cannot Lose Them
26,d790833e-f0b9-416b-bacd-612b36d274b5,1,94,,5,5,Champions
27,11f8025b-3020-4b71-963d-ba9305d7ee16,28,117,,2,5,Cannot Lose Them
28,b6acbb54-5c6a-422e-97a3-c0e22b00fe6b,37,37,,1,5,Cannot Lose Them
29,f98ab83c-f4e7-481a-b792-afbb50c99fe2,5,76,,5,5,Champions
30,02cd528a-bca3-4e30-b4a0-3786f09be92a,31,64,,2,5,Cannot Lose Them
31,c17b9c89-bcd5-431c-a2e4-d6a986b3f67b,30,224,,2,5,Cannot Lose Them
32,95e580f0-c8f7-4188-a471-6a593f6e0151,26,32,,2,5,Cannot Lose Them
33,cc4dd897-e637-4f3c-a495-76d2a249658e,1,188,,5,5,Champions
34,771d707e-8556-4a6a-b2d2-e650669d0677,33,27,,1,5,Cannot Lose Them
35,2e6d7fbb-7ab0-472a-846b-c03e619d39c9,14,272,,4,5,Loyal Customers
36,26299307-eb78-4212-97c4-836584748e5c,37,30,,1,5,Cannot Lose Them
37,66169464-22f5-4f8c-b939-24dd5998b246,31,99,,2,5,Cannot Lose Them
38,7d6a2cc3-57eb-4835-8169-0a9cc4ff3839,8,26,,5,5,Champions
39,7824f4fc-670d-45c2-b928-e20951ff7d1a,38,56,,1,5,Cannot Lose Them
40,50a188d4-28b0-4f54-9cdd-4013bae0db8a,27,78,,2,5,Cannot Lose Them
41,60b8b805-87bf-48f8-9236-b05959735c6a,23,157,,3,5,Loyal Customers
42,6cee10f3-3974-41bd-bc5a-0165183ff00d,36,26,,1,5,Cannot Lose Them
43,3d858c74-62b5-4063-8c1f-dc8a7fcbd18b,3,286,,5,5,Champions
44,c8e2d7e1-4849-4dba-a569-cb629164b1d2,18,24,,3,5,Loyal Customers
45,b9d34008-976b-4cb7-9f26-43a2e5b81087,17,107,,3,5,Loyal Customers
46,5081c256-3a81-4519-8976-c5ec7efa9baf,7,47,,5,5,Champions
47,58fed645-38f2-4ada-986c-1139efbef5de,24,205,,2,5,Cannot Lose Them
48,49225712-d88c-44ee-8210-89ee367b9cda,3,464,,5,5,Champions
49,a9b98411-ddca-4792-a3db-9eb82f0e1b4c,24,43,,2,5,Cannot Lose Them
50,a6df9472-c65d-4c23-b9f5-0573a905a57b,32,33,,1,5,Cannot Lose Them
51,94735aed-a599-47c8-9c8c-f4f625c84af1,17,51,,3,5,Loyal Customers
52,88a7a827-a682-4791-82be-286e825928d1,13,116,,4,5,Loyal Customers
53,45df45ff-4d7b-4c7f-86fe-7bbc144779c6,8,669,,5,5,Champions
54,38ac2fe9-92f8-4e3e-a290-815df02048c4,6,496,,5,5,Champions
55,ac6e3ab9-e33f-4f7d-b777-33b4de680c3e,19,115,4.654079,3,5,Loyal Customers
56,10fb35ae-b6db-4bf4-bdb7-426553097d78,22,84,,3,5,Loyal Customers
57,b274df16-53bd-4d56-8d1e-fcd5dae9e0f3,2,116,,5,5,Champions
58,74254c6d-5d1f-44b9-9c4f-ee569ffee757,36,33,,1,5,Cannot Lose Them
59,fb622aca-e7bb-43f4-85f0-b3b1d3443f03,25,406,,2,5,Cannot Lose Them
60,37236a01-0fba-4c1f-befb-db8dcf4d7ce6,10,75,,4,5,Loyal Customers
61,fcccd52f-f20f-4016-9396-fcd5dd1c53f7,37,36,,1,5,Cannot Lose Them
62,c84c121a-b471-46cd-b580-2f25b54f87f2,1,302,,5,5,Champions
63,dff0ca6f-2b9b-4edf-b818-331252b07f3f,1,29,,5,5,Champions
64,2cedb375-65e6-436f-8c1d-d37772893e4a,3,46,,5,5,Champions
65,713ce0b6-3d0d-4856-b5c6-e032260575ee,6,50,,5,5,Champions
66,636845ec-8404-4ea6-b8b0-02dfb45558ce,9,30,,4,5,Loyal Customers
67,8082bc9a-8b7d-4df2-bf0a-a51fd24974a4,2,30,,5,5,Champions
68,435d63aa-c36d-4b9b-9173-b3198f7f5c31,2,135,,5,5,Champions
69,2fb710da-85cc-462b-a834-ce3ba45ce425,2,127,,5,5,Champions
70,82f5db18-897a-45cb-bd4d-b36b816af053,5,38,,5,5,Champions
71,ddea68b7-13c9-4de5-8142-a1d4ba45a173,7,41,,5,5,Champions
72,4befe8e2-3c72-47f9-858d-77d996c946a7,3,36,,5,5,Champions
73,510c2b76-8b36-42ab-8423-6d3048ff469f,9,43,,4,5,Loyal Customers
74,fced5c84-2e34-4108-8804-74f396251d26,6,31,,5,5,Champions
75,745a3bde-1def-4edb-883a-9de0abfc8d3b,1,55,,5,5,Champions
76,5c2d55d1-68a9-4c0d-ad26-b52ac56e480b,2,40,,5,5,Champions
77,84625589-3396-4766-8b19-5af08e6368f2,5,24,,5,5,Champions
78,0882249a-a3fb-4eab-8a1b-6d01e51541fb,4,42,,5,5,Champions
79,88509d12-109b-4a85-9cc1-88790d6d6a04,9,45,,4,5,Loyal Customers
80,cdf19975-e71b-4d7f-a608-695a6934e830,8,38,,5,5,Champions
81,db46a74d-c352-46a8-9ac1-100d2352fe6c,9,31,,4,5,Loyal Customers
82,9fb8c002-a708-45c8-ac1f-f54eb4ab68c0,7,76,,5,5,Champions
83,9feebdc2-63a4-4f27-a4d5-42b5d3af3ff1,1,112,,5,5,Champions
84,8a6fb57b-8e47-4c98-8d86-50713c693825,8,67,,5,5,Champions
85,26b63d39-ba57-4c4d-a4e0-a2c2176752e0,9,58,,4,5,Loyal Customers
86,7c97e818-77fa-45cb-a5a4-6961c77e9ca3,9,26,,4,5,Loyal Customers
87,7be21062-ae85-4c9e-ad4a-997f8c0fedfa,6,88,,5,5,Champions
88,ca75ca62-d917-405d-b74d-d0c9b89db88e,4,32,,5,5,Champions
89,a23d583f-f600-4cb8-b65e-450920ab813b,9,26,,4,5,Loyal Customers
90,a4801b98-12b9-46bd-976b-fd16aa779ff1,7,93,,5,5,Champions
91,a273cf16-780f-498d-aa8a-6de1694c4e27,1,32,,5,5,Champions
92,8ec54d5b-87ba-478b-bd03-c5c51f41a66e,4,30,,5,5,Champions
93,9492b28d-853e-46e2-9053-e1aed47dd00b,1,124,,5,5,Champions
94,3eb93b3c-3948-4f5a-8cf8-365a53c87f9c,7,60,,5,5,Champions
95,e3d81afd-f242-4877-b64b-1a72e982d532,4,32,,5,5,Champions
96,d2c92b73-c540-418d-84d1-8eaa149fd0c5,1,65,,5,5,Champions
97,7b458c68-07b5-45bf-877e-722d21fe4e3b,6,35,,5,5,Champions
98,b7d1e5ae-4bf7-4d64-9da6-a4b3c48f502f,5,26,,5,5,Champions
99,88d415cf-73f0-473c-aefe-0f0971aa1ba0,7,58,,5,5,Champions
100,24d0b13b-9657-4bc0-8983-85ea564dacd6,6,26,,5,5,Champions
101,fcca054f-60d5-460d-b614-447446b3ba5b,7,32,,5,5,Champions
102,dac051d5-8365-481f-8851-2e7ac6d0777f,6,30,,5,5,Champions
103,dc6b5289-57d9-4734-8918-9269063fd4a1,9,31,,4,5,Loyal Customers
104,35fb9576-623c-4a75-9eb9-c6594f50e734,9,213,,4,5,Loyal Customers
105,da4c3cad-7187-44b9-8072-22f77d2a923b,1,24,,5,5,Champions
106,7237c633-3150-4159-b695-65968d8ee6b7,8,35,,5,5,Champions
107,8239eb4c-f148-4b9e-8c5e-e8908a43b45e,9,35,,4,5,Loyal Customers
108,573ae292-4bf0-4e9c-9601-60b33c0dc171,9,31,,4,5,Loyal Customers
109,d3788f58-d5d1-4d9b-a825-30538a5e340c,9,33,,4,5,Loyal Customers
110,d8c4a7ae-e214-4bcc-bc3f-31be0dfd240f,9,35,,4,5,Loyal Customers
111,cbb37533-8206-480b-9719-d0d4bc0ea167,1,177,,5,5,Champions
112,0eac7e66-9212-4b89-9493-59b9b7509caa,1,32,,5,5,Champions
113,1984f338-7dab-4575-8314-f2c033606c5d,1,40,,5,5,Champions
114,454a8f6d-6b13-4d05-9b3f-300207fb0f86,1,46,,5,5,Champions
115,632e3cb9-afdf-4f8c-9cff-aa4347124ce2,8,45,,5,5,Champions
116,02fa1f67-e9ff-49c8-8956-1896dbe2b989,9,29,,4,5,Loyal Customers
117,a05c6bdd-e03e-4de2-bc76-164890826d39,1,116,,5,5,Champions
118,c4bdeb36-0697-4e22-95c5-7f7ea025756d,6,93,,5,5,Champions
119,fee6945d-25aa-42aa-a153-9e22f2099bba,3,59,,5,5,Champions
120,de618089-f317-45f0-bc6d-4bd5f36bee83,6,38,,5,5,Champions
121,a20c249e-5f66-4535-88fd-3e891cac6a2a,1,160,,5,5,Champions
122,f7fcea62-b8df-4198-8486-0e306a1da00c,3,170,,5,5,Champions
123,d2965e03-9fff-406e-9f9e-6a1943eeefde,1,76,,5,5,Champions
124,7138fa97-0ec0-410a-a562-47618353fae5,6,42,,5,5,Champions
125,82089d2d-be21-4597-b55e-a31138cd54e2,1,80,,5,5,Champions
126,0f69c773-767c-4948-acee-d05f2ef339c6,1,28,,5,5,Champions
127,d10e4021-72b3-4039-8272-7de958e7093e,1,45,,5,5,Champions
128,aba63a55-0d4c-483d-b37a-33539c84d7b4,1,31,,5,5,Champions
129,9302d805-0b01-4bc6-8e84-fa59b6eb3ffe,1,34,,5,5,Champions
130,e888c2c6-a559-47ce-8d12-73ebd013cd74,7,52,,5,5,Champions
131,7748abb4-d8bf-4f60-80bd-2e3267ddd36e,1,38,,5,5,Champions
132,6edb6327-4420-4189-9539-538100dfe1c6,2,52,,5,5,Champions
133,70a44267-c112-479d-bf5b-289968870d5d,8,101,,5,5,Champions
134,d3ff07e8-3501-4c99-8b46-279048932de7,7,29,,5,5,Champions
135,e3dc9d6e-8d33-4ca5-8f2d-87a4ccca2851,2,113,,5,5,Champions
136,a3ab82c6-8499-4910-a450-6824ed30a6e8,9,44,,4,5,Loyal Customers
137,b2bb8530-d46b-41ad-ba3c-495efd2bff13,3,139,,5,5,Champions
138,20776459-2f21-4bd7-afcc-5e66189ca2e7,7,105,,5,5,Champions
139,e8274004-cdfa-42b2-96a0-2da7fe513569,1,40,,5,5,Champions
140,419655e9-e471-4975-841b-f87236e63875,6,28,,5,5,Champions
141,b9f388ba-3470-41b4-a6c1-254434b4d8f4,3,68,,5,5,Champions
142,bce8da79-eeb2-4228-9ed2-214fdd194595,3,47,,5,5,Champions
143,1a8dc5a3-cda3-411d-8b2d-56db61af4586,1,256,,5,5,Champions
144,532eca63-9758-4c97-a349-04171b5c6a08,3,59,,5,5,Champions
145,944c17ca-4aeb-4b00-b5a4-4f321d749220,4,56,,5,5,Champions
146,f89b8b77-c9f9-45c4-bfa5-899a980ee201,4,84,,5,5,Champions
147,91b3bbab-cce6-4c96-b844-839c81d82ac9,3,46,,5,5,Champions
148,6f3b694c-f351-4f4c-a707-71ebc7f3049e,3,41,,5,5,Champions
149,6ce1c8e2-7559-43f3-b870-9575325985f2,2,151,,5,5,Champions
150,a6b3b121-d1c6-47b5-bc5e-fb975fd6b6aa,3,219,,5,5,Champions
151,d842f435-1896-46a2-a681-d4386661b233,2,42,,5,5,Champions
152,809324e5-595e-4fd3-92be-3aa9d413a307,9,26,,4,5,Loyal Customers
153,28d4a44f-b960-4dec-bb34-9a2204cc0948,4,130,4.451404,5,5,Champions
154,4452ee6f-d271-4a38-abf6-b6d9e8faf869,1,158,,5,5,Champions
155,f8496f77-5d19-4a82-9bef-ebfdc6360145,3,38,,5,5,Champions
156,f57ae10c-15be-4f59-b8c5-5aafa09b4c40,1,41,,5,5,Champions
157,b348b908-a16f-4d1c-993a-e44fe2590bb1,4,49,,5,5,Champions
158,a3206ad4-0f38-4a96-aa50-d41f07684b33,9,118,,4,5,Loyal Customers
159,e871ae55-62df-4dab-a063-c6e8e6d7dbf3,1,59,,5,5,Champions
160,8990b223-404c-4798-ac70-7a44806ec8b3,2,189,,5,5,Champions
161,784ed0a1-176b-4a54-988f-a59cd1e3f1a5,9,36,,4,5,Loyal Customers
162,441f60f8-9922-4cf8-9765-ca304335db8a,3,106,,5,5,Champions
163,2a73601d-7da2-4a54-bbda-2ecdb86e2c4b,3,48,,5,5,Champions
164,e3103151-66c2-426d-9f01-751554e13d97,6,30,,5,5,Champions
165,1756d87e-a2d7-4afa-82f5-c041a1baa755,1,60,,5,5,Champions
166,f8f36bbf-38dc-43b5-8984-002b2234a498,7,76,,5,5,Champions
167,0061dd06-3336-40df-a62f-57e86c2a365f,8,69,,5,5,Champions
168,1c20d1f8-9a29-43e1-a328-358baf75b9b9,1,55,,5,5,Champions
169,5dc59d3a-4f62-4352-a36c-9033b616882a,1,292,,5,5,Champions
170,26197828-76e7-4a18-9b1b-d58c15774da5,1,33,,5,5,Champions
171,c645624a-2866-4f91-8c61-d404c381825b,9,35,,4,5,Loyal Customers
172,6e10534a-82a0-4530-88eb-a33aae77eb63,1,260,,5,5,Champions
173,ac3e9202-326b-482a-9fa1-4134cbfc9b8c,1,104,,5,5,Champions
174,7c92e667-c23e-4f18-a1d4-ba8c4630ce50,5,140,,5,5,Champions
175,5f37db84-7d4a-4cc6-b415-557c9c69fb58,2,143,,5,5,Champions
176,789d55eb-de56-4a51-bc4e-bb82989152fd,8,130,,5,5,Champions
177,8efecdc9-0603-4ad5-b4d6-7abd1ba76b8a,1,90,,5,5,Champions
178,65813703-3b6e-4892-8a16-500c04acda54,5,156,,5,5,Champions
179,cf8fb93f-3c75-426f-8329-4d067f71bf55,3,36,,5,5,Champions
180,1e9e29e0-0e1f-4a02-a16e-6f0d72aeaf18,8,31,,5,5,Champions
181,ad0adf20-a63e-4e21-99e3-e04974778384,1,65,,5,5,Champions
182,c5d9cbe3-1c1e-4f37-a199-f9736db22c98,9,38,,4,5,Loyal Customers
183,51159992-ab49-4740-9298-f3872bd2d42f,1,44,,5,5,Champions
184,a39e047a-6750-486d-bc6e-1a281691e4cb,9,78,,4,5,Loyal Customers
185,ae40a0c5-5ace-4d52-a286-e234f55fb7b5,1,361,,5,5,Champions
186,1a39813f-36f9-490e-8a54-3003aced6c9c,2,41,,5,5,Champions
187,48d0b5af-bd4f-4fb5-9199-ba1d9b227951,1,73,,5,5,Champions
188,e00b51e2-fe23-4470-9d48-952f40a20093,1,181,4.976618,5,5,Champions
189,8051217f-7d89-457b-98a5-26d11da80a30,1,697,,5,5,Champions
190,94759586-47bf-4186-b420-d487dd140c4e,1,265,21.486646,5,5,Champions
191,648eb42c-bc56-44c7-bc6e-c2f37f8a7f1b,1,131,,5,5,Champions
192,186c499c-5369-48a5-80c9-d0027f8dc4f6,7,60,,5,5,Champions
193,c6151f29-323d-4c9a-ab27-1784af74d837,1,451,,5,5,Champions
194,fc01b406-445a-446a-b0f1-34b6baf02e16,1,92,,5,5,Champions
195,cd0d6413-0ebf-4fa4-9ee6-ff7950d2c5f8,1,348,,5,5,Champions
196,f2d28fb1-f2c2-492a-923f-8e6d25dd4c8b,1,561,,5,5,Champions
197,d7562d2b-eb12-4e14-87a6-a09549c11497,2,93,,5,5,Champions
198,234be466-ab25-41a1-91d8-b8c91dd034ff,1,65,,5,5,Champions
199,c2bc14bf-16ce-4e1b-b55c-edf434130da4,2,513,4.281648000000001,5,5,Champions
200,98fa9d64-86b6-4bc5-bce9-608c05619bb5,1,123,,5,5,Champions
201,d1e481d9-48c5-41e8-b769-a7b79eb6ac38,1,521,,5,5,Champions
202,84d1a37b-3928-4882-bc76-0b38e54d8ebe,1,24,,5,5,Champions
203,fa4d94bb-d540-4a0c-a830-574d6bb55010,9,32,,4,5,Loyal Customers
204,a37557ba-7bfb-478e-a36c-709917fed4d1,1,349,4.784606,5,5,Champions
205,c34a2560-69ff-42c5-a9e6-24ac2d19c535,1,409,,5,5,Champions
206,921e6a95-d9da-45d2-9703-0cbc5c5f7c39,1,86,,5,5,Champions
207,4411242a-2a49-4b02-b95d-88d87f25189b,1,227,,5,5,Champions
208,161f378f-e450-4c54-86e9-a03f9aff3205,3,52,,5,5,Champions
209,4f1ba5d6-9ee6-44d9-9a7a-e4f96b0cb43d,1,51,,5,5,Champions
210,e1643a15-45d7-4a3c-8b9e-9fdb7f8d17c9,1,607,,5,5,Champions
211,78f5dc92-c5eb-49e0-a557-32b8740a4e5a,1,138,,5,5,Champions
212,ec0faba5-5487-4631-a8a3-0161b8d87de4,1,222,,5,5,Champions
213,70cda077-1b70-48cb-98de-ec8449ed6f50,1,376,,5,5,Champions
214,87f23627-dc80-4a88-9097-c2f27a9556fb,1,31,,5,5,Champions
215,7d83dd3e-2bd0-4da6-8add-92555e51e8b1,1,71,,5,5,Champions
216,20479b05-ae54-40ae-b6a6-6643297146c7,1,106,,5,5,Champions
217,8103c82e-7706-42b5-b6aa-5084300d6d74,1,272,,5,5,Champions
218,465e68dd-8b7f-46ff-b1b1-3cc88f1b102c,1,216,,5,5,Champions
219,4fb95a3f-9e87-4ccf-8f45-9a5411cb8519,1,756,,5,5,Champions
220,0f0856d1-2e9f-4212-a8b8-730648e44ba9,5,280,,5,5,Champions
221,e78eb898-9db7-41ce-ab05-f958e8ab3a9b,9,370,,4,5,Loyal Customers
222,3cdd55fe-9a57-413e-8ed5-c61a1714c162,1,744,,5,5,Champions
223,1bb4913b-c9ae-4187-a584-5d7f32673b3a,6,161,,5,5,Champions
224,2f7380e7-0afa-429f-9319-c9ff22d77cab,3,567,,5,5,Champions
225,9bc32af8-b8b4-498d-b14c-1a1b6354c8b3,1,538,,5,5,Champions
226,70346fcc-ebc1-4441-b57b-89e98ea237fb,1,130,,5,5,Champions
227,cd03f0cd-8b5b-425f-85b6-f4832eec6037,5,154,,5,5,Champions
228,c2823229-c10c-4f1d-8151-fed2a986403f,5,536,,5,5,Champions
229,0467157f-bea9-4161-8876-06eaaa804de1,1,282,,5,5,Champions
230,85fb216e-25c9-44b4-8dfc-dd3b1d561906,1,218,4.94965,5,5,Champions
231,a8966848-ec6e-46dd-8d49-c452cf163a30,27,29,,2,5,Cannot Lose Them
232,80d91fd3-1835-47c0-b979-f3530fffcb9c,20,31,,3,5,Loyal Customers
233,6354a080-314d-40d3-8c90-5ba23a281042,27,24,,2,5,Cannot Lose Them
234,30db8c33-0499-4be5-be58-a53b8dcbb530,24,32,,2,5,Cannot Lose Them
235,86330050-ebc4-4a1d-b9f3-3a053747aed7,26,34,,2,5,Cannot Lose Them
236,856f7194-8400-4a1d-9a33-366094e76921,18,30,,3,5,Loyal Customers
237,45f32c91-9f47-4aa4-91d6-4d573500d285,23,30,,3,5,Loyal Customers
238,45e71db0-9e60-41f9-9fb1-85e6eed4b766,2,45,,5,5,Champions
239,e425379f-a0c2-462b-a15d-6c70a71bea5f,14,35,,4,5,Loyal Customers
240,78ac1b30-87c5-4fd0-ae24-6d5cf437702a,27,38,,2,5,Cannot Lose Them
241,b5de0009-eb86-48e8-a6d0-a1fa00d84cd5,16,61,,4,5,Loyal Customers
242,0831657d-bdd8-40a9-9911-d049016e5829,26,70,,2,5,Cannot Lose Them
243,16708d07-d1e6-46fb-801d-28da721528ea,17,76,,3,5,Loyal Customers
244,3ffab562-9691-48be-8cce-e0d4970f2c21,26,80,,2,5,Cannot Lose Them
245,038f30e0-cb66-4d9f-b456-4d6ac6011047,4,68,,5,5,Champions
246,20742114-12f0-459d-a7bb-e13e8bdac0a8,23,24,,3,5,Loyal Customers
247,7f3b9e74-ef1e-4914-8531-af284327d36a,28,24,,2,5,Cannot Lose Them
248,c8ae4db4-0672-40ae-aa94-c916a1d008e5,27,24,,2,5,Cannot Lose Them
249,264a8cd2-56b5-4bde-bd8b-d8247aacfa1e,3,38,,5,5,Champions
250,b6349cf3-2b8b-4785-902d-1f20b2a73c0a,27,50,,2,5,Cannot Lose Them
251,57c12c17-a88a-4948-89e7-7ab1641debb3,17,34,,3,5,Loyal Customers
252,dd24daaa-bcab-4d23-a3ee-292f0edb6f17,27,61,,2,5,Cannot Lose Them
253,9c20d7e9-6f1a-46f8-a5a5-e3ea36d91d03,18,152,,3,5,Loyal Customers
254,9dcfe737-bd61-46eb-9f76-d5dbcc259e27,24,49,,2,5,Cannot Lose Them
255,acbda36f-cc1b-4296-9ed2-dd5a15267cb6,1,24,,5,5,Champions
256,4e906d0d-d79c-464c-8031-f65319ea4588,20,61,,3,5,Loyal Customers
257,c8af0927-39bc-40c0-8fce-92ec91dda5e3,22,29,,3,5,Loyal Customers
258,37c5aced-bb53-47c9-ae4c-6831fb39961e,25,36,,2,5,Cannot Lose Them
259,0ebbb383-c5a8-4ace-9d1c-1d02d9238595,26,33,,2,5,Cannot Lose Them
260,113b897f-34f3-449d-9b6f-9f72eb1377a6,22,30,,3,5,Loyal Customers
261,b32abbd6-7c82-4749-a8a4-3bf93a275736,2,49,,5,5,Champions
262,b81e12a3-3fed-45a0-a35f-e96e2d30b173,23,49,,3,5,Loyal Customers
263,cad03d7f-adeb-4dc3-8c4a-f4c49d1066a0,7,103,,5,5,Champions
264,791a6d11-a352-4bfc-af75-2fe97cfb8c6f,12,26,,4,5,Loyal Customers
265,3023c785-d66d-48a2-8453-7ae8e0b1ca84,7,50,,5,5,Champions
266,8d2e59b3-937e-40cf-b6e9-785978be8e05,27,59,,2,5,Cannot Lose Them
267,cfa37daf-0167-4bfa-bcdd-31f2e1cb0180,22,64,,3,5,Loyal Customers
268,f0ab2bd0-fe37-4386-bda5-bed6557bae22,18,158,,3,5,Loyal Customers
269,d82880ee-2571-455f-9d2d-e949e979e986,28,37,,2,5,Cannot Lose Them
270,e2aeb127-d70f-453f-8ec3-4925ed610e21,25,27,,2,5,Cannot Lose Them
271,1a25b653-78e4-42b0-ae84-91b55edf898b,14,26,,4,5,Loyal Customers
272,a4b1e19c-40bd-4fe9-8acf-657184dcd86a,5,28,,5,5,Champions
273,e0d48131-c322-4ba4-bead-21e32113d903,26,31,,2,5,Cannot Lose Them
274,5843c16a-22f9-4bb4-a4ce-39e130cc1c41,28,29,,2,5,Cannot Lose Them
275,1a0f741a-9f38-457a-b236-6b4d467b0dbc,28,27,,2,5,Cannot Lose Them
276,1808ee0b-c90d-4d4c-8fcd-6cbd6fa9dec6,5,53,,5,5,Champions
277,99f1826d-51ed-43c0-bed9-410ebeac70eb,7,57,,5,5,Champions
278,e0cc6f21-0de6-4963-b50d-d3f29e54ce92,28,40,,2,5,Cannot Lose Them
279,0970b216-23bc-4038-a67b-51dd561a8ccc,18,28,,3,5,Loyal Customers
280,b9f680ec-a629-478a-a27b-a20d962a679d,12,50,,4,5,Loyal Customers
281,c266b258-f25d-4330-8ad8-bca8dcbc73b3,25,77,,2,5,Cannot Lose Them
282,b55d4f52-d54b-450f-adbb-8bc6f56dd471,27,72,,2,5,Cannot Lose Them
283,3bfe29ab-a60d-41fa-8c11-487edb74cb9b,12,60,,4,5,Loyal Customers
284,a1588df8-b24e-4748-a081-dc01a2aa0fdc,5,205,4.90756,5,5,Champions
285,0f5d5f6f-4400-4cd7-89ad-f08e8268c89e,25,63,,2,5,Cannot Lose Them
286,513cdf6d-a5c8-45b4-ac83-dadc9d7523aa,7,139,,5,5,Champions
287,3f51b49d-8676-45e7-8336-a6466229caf1,14,302,,4,5,Loyal Customers
288,89db8425-00bc-491d-b04f-0fce6fb368a4,8,180,,5,5,Champions
289,552de989-dfee-4cd2-ab2d-c56ec9ea6112,22,70,,3,5,Loyal Customers
290,ac871486-67fe-4e73-a4d4-5d917cf71369,3,505,,5,5,Champions
291,9af29fef-6d65-4037-8fcc-acf8bc71ef98,27,137,,2,5,Cannot Lose Them
292,78655400-6570-49a2-b6c4-3bbdc5f93a8d,3,32,,5,5,Champions
293,dfb26162-743b-4f83-9221-5d85405605fd,15,96,,4,5,Loyal Customers
294,27303fbb-8d15-470b-9a2a-c427be6fde24,8,111,,5,5,Champions
295,2ca3e3fa-d5b9-47fb-8c92-49f43e4b7f3e,28,103,,2,5,Cannot Lose Them
296,b9464f40-9e50-4a66-96e0-32b2a15055c4,23,70,,3,5,Loyal Customers
297,f20ddeae-b8fc-456a-8d9a-893514413ed7,27,26,,2,5,Cannot Lose Them
298,e10dbdbc-1be5-4ec8-bb1b-c5a2cd5b37c5,27,36,,2,5,Cannot Lose Them
299,d4ad4474-e5cd-4c55-9e9d-8b496480580a,22,38,,3,5,Loyal Customers
300,e5861aad-9374-488a-9087-c761850d1c8f,25,62,,2,5,Cannot Lose Them
301,34bdb2f2-36db-4f87-9997-3f89f9784c69,27,34,,2,5,Cannot Lose Them
302,0fb1b723-8eb9-44af-86ba-6b4e9ddd7673,28,31,,2,5,Cannot Lose Them
303,134273be-676d-414e-a70e-1c47c56a3283,22,29,,3,5,Loyal Customers
304,3e79d3e5-454c-4e78-a18b-48233adab941,27,24,,2,5,Cannot Lose Them
305,17f62faf-19be-465e-80e8-4c631d147ca3,8,50,,5,5,Champions
306,d5632f61-e2e1-499b-b2fd-0f2bdfb8a303,28,46,,2,5,Cannot Lose Them
307,d4f6fda5-5340-4822-9742-d5ce0d2179b6,25,50,,2,5,Cannot Lose Them
308,57bdc381-5941-49c4-ab4c-2d4937c3cdca,6,51,,5,5,Champions
309,b9130c50-1374-4bcb-94b8-2d8cfc84a506,16,62,,4,5,Loyal Customers
310,28e6ec5d-dd0f-4113-9c16-b965843754ad,25,54,,2,5,Cannot Lose Them
311,dc11c3df-ee4b-42d2-8c4f-d6b93bc8a7d1,20,217,,3,5,Loyal Customers
312,ee6e81b3-3b42-41bb-a52e-c4b215360ade,17,38,,3,5,Loyal Customers
313,a5538660-53f1-4e47-a4e7-f327ec9b029c,6,245,,5,5,Champions
