project,country,install_date,user_count,buyer,dau,rev,LTV1,LTV3,LTV7
SL,Romania,2020-05-06,7,0,37,0.0,0.0,0.0,0.0
SL,Libya,2020-05-07,25,0,122,0.0,0.0,0.0,0.0
SL,Panama,2020-04-27,11,0,33,0.0,0.0,0.0,0.0
SL,Argentina,2020-04-27,87,0,308,0.0,0.0,0.0,0.0
SL,Suriname,2020-03-19,1,0,16,0.0,0.0,0.0,0.0
SL,United States,2020-04-27,321,6,1156,131.8,19.97,19.97,44.92
SL,Mauritius,2020-04-03,4,0,12,0.0,0.0,0.0,0.0
SL,Kuwait,2020-03-30,3,0,16,0.0,0.0,0.0,0.0
SL,St. Lucia,2020-03-20,2,0,3,0.0,0.0,0.0,0.0
SL,Kuwait,2020-03-29,3,0,17,0.0,0.0,0.0,0.0
SL,Finland,2020-03-21,2,0,5,0.0,0.0,0.0,0.0
SL,Morocco,2020-03-30,31,0,178,0.0,0.0,0.0,0.0
SL,United Kingdom,2020-04-03,24,0,155,0.0,0.0,0.0,0.0
SL,Greenland,2020-05-17,1,0,1,0.0,0.0,0.0,0.0
SL,Syria,2020-05-14,38,0,170,0.0,0.0,0.0,0.0
SL,Kyrgyzstan,2020-03-21,13,0,49,0.0,0.0,0.0,0.0
SL,Sudan,2020-04-23,24,0,93,0.0,0.0,0.0,0.0
SL,Ireland,2020-04-11,2,0,7,0.0,0.0,0.0,0.0
SL,Guatemala,2020-04-07,26,0,150,0.0,0.0,0.0,0.0
SL,Guinea,2020-04-13,1,0,3,0.0,0.0,0.0,0.0
SL,Mongolia,2020-04-14,6,0,75,0.0,0.0,0.0,0.0
SL,Nicaragua,2020-05-17,20,0,111,0.0,0.0,0.0,0.0
SL,Paraguay,2020-03-22,13,0,51,0.0,0.0,0.0,0.0
SL,Portugal,2020-04-06,3,0,26,0.0,0.0,0.0,0.0
SL,Gabon,2020-04-18,5,0,17,0.0,0.0,0.0,0.0
SL,Lithuania,2020-05-20,5,0,12,0.0,0.0,0.0,0.0
SL,French Polynesia,2020-05-22,2,0,15,0.0,0.0,0.0,0.0
SL,Poland,2020-04-16,19,1,59,2.416648,2.416648,2.416648,2.416648
SL,Serbia,2020-05-19,6,0,23,0.0,0.0,0.0,0.0
SL,Gabon,2020-05-08,4,0,16,0.0,0.0,0.0,0.0
SL,Uzbekistan,2020-04-23,37,0,194,0.0,0.0,0.0,0.0
SL,Indonesia,2020-04-11,2515,17,12630,40.783592,7.1782,18.009434,22.806624
SL,Guatemala,2020-04-12,18,0,160,0.0,0.0,0.0,0.0
SL,Panama,2020-04-17,8,0,35,0.0,0.0,0.0,0.0
SL,Guatemala,2020-03-19,27,0,131,0.0,0.0,0.0,0.0
SL,Mali,2020-03-30,1,0,15,0.0,0.0,0.0,0.0
SL,Martinique,2020-03-29,1,0,3,0.0,0.0,0.0,0.0
SL,Moldova,2020-03-31,3,0,11,0.0,0.0,0.0,0.0
SL,Nicaragua,2020-05-15,10,0,102,0.0,0.0,0.0,0.0
SL,Paraguay,2020-05-19,7,0,35,0.0,0.0,0.0,0.0
SL,China,2020-05-16,31,0,71,0.0,0.0,0.0,0.0
SL,Oman,2020-05-03,9,0,32,0.0,0.0,0.0,0.0
SL,St. Vincent & Grenadines,2020-04-20,1,0,4,0.0,0.0,0.0,0.0
SL,South Africa,2020-05-17,27,0,274,0.0,0.0,0.0,0.0
SL,New Zealand,2020-05-04,12,0,20,0.0,0.0,0.0,0.0
SL,Jordan,2020-05-04,29,0,84,0.0,0.0,0.0,0.0
SL,Philippines,2020-04-14,1904,12,10684,115.050218,8.898847,18.378299,24.279432
SL,Australia,2020-04-11,18,0,48,0.0,0.0,0.0,0.0
SL,Jordan,2020-05-13,87,0,247,0.0,0.0,0.0,0.0
SL,Morocco,2020-04-15,41,0,160,0.0,0.0,0.0,0.0
SL,Comoros,2020-04-15,1,0,2,0.0,0.0,0.0,0.0
SL,Kuwait,2020-04-15,4,1,13,9.99,0.0,0.0,0.0
SL,Jamaica,2020-04-19,10,0,43,0.0,0.0,0.0,0.0
SL,Mongolia,2020-04-18,26,0,95,0.0,0.0,0.0,0.0
SL,Syria,2020-05-10,39,0,149,0.0,0.0,0.0,0.0
SL,El Salvador,2020-05-03,23,0,75,0.0,0.0,0.0,0.0
SL,Germany,2020-03-23,67,1,266,8.587884,0.0,8.587884,8.587884
SL,Tunisia,2020-05-19,18,0,119,0.0,0.0,0.0,0.0
SL,Belarus,2020-05-03,14,0,70,0.0,0.0,0.0,0.0
SL,Dominican Republic,2020-04-22,36,0,139,0.0,0.0,0.0,0.0
SL,Germany,2020-04-09,59,0,274,0.0,0.0,0.0,0.0
SL,Armenia,2020-05-05,1,0,9,0.0,0.0,0.0,0.0
SL,Kazakhstan,2020-05-24,42,0,283,0.0,0.0,0.0,0.0
SL,Djibouti,2020-04-23,2,0,7,0.0,0.0,0.0,0.0
SL,Benin,2020-04-27,3,0,12,0.0,0.0,0.0,0.0
SL,Benin,2020-04-10,2,0,21,0.0,0.0,0.0,0.0
SL,Hong Kong,2020-05-03,7,0,25,0.0,0.0,0.0,0.0
SL,Kuwait,2020-04-16,6,0,15,0.0,0.0,0.0,0.0
SL,Benin,2020-03-22,2,0,8,0.0,0.0,0.0,0.0
SL,Bulgaria,2020-03-24,6,0,24,0.0,0.0,0.0,0.0
SL,Poland,2020-03-26,12,1,79,6.190039,4.741864,6.190039,6.190039
SL,Austria,2020-03-20,5,0,23,0.0,0.0,0.0,0.0
SL,Libya,2020-04-12,13,0,127,0.0,0.0,0.0,0.0
SL,Costa Rica,2020-03-17,21,0,68,0.0,0.0,0.0,0.0
SL,Micronesia,2020-05-23,1,0,4,0.0,0.0,0.0,0.0
SL,Zambia,2020-05-16,5,0,43,0.0,0.0,0.0,0.0
SL,Vietnam,2020-03-29,1982,6,8997,54.474167,0.253968,2.792361,21.327756
SL,Morocco,2020-03-23,41,1,178,1.472471,0.0,0.0,0.0
SL,Sri Lanka,2020-04-10,16,0,80,0.0,0.0,0.0,0.0
SL,Slovakia,2020-04-23,4,0,12,0.0,0.0,0.0,0.0
SL,St. Vincent & Grenadines,2020-04-18,1,0,4,0.0,0.0,0.0,0.0
SL,China,2020-03-29,39,0,117,0.0,0.0,0.0,0.0
SL,Taiwan,2020-05-11,77,1,155,5.027164,0.0,5.027164,5.027164
SL,Mali,2020-05-09,6,0,20,0.0,0.0,0.0,0.0
SL,Bolivia,2020-04-03,39,0,254,0.0,0.0,0.0,0.0
SL,Namibia,2020-04-18,4,0,9,0.0,0.0,0.0,0.0
SL,Tanzania,2020-05-02,7,0,35,0.0,0.0,0.0,0.0
SL,United Arab Emirates,2020-05-23,13,0,92,0.0,0.0,0.0,0.0
SL,Uganda,2020-04-27,7,0,33,0.0,0.0,0.0,0.0
SL,Turkey,2020-05-09,599,2,1048,4.218387,1.405705,4.218387,4.218387
SL,Nicaragua,2020-04-03,15,0,95,0.0,0.0,0.0,0.0
SL,Jordan,2020-04-06,19,0,78,0.0,0.0,0.0,0.0
SL,Taiwan,2020-03-26,11,0,44,0.0,0.0,0.0,0.0
SL,Australia,2020-04-22,13,0,49,0.0,0.0,0.0,0.0
SL,Trinidad & Tobago,2020-05-06,5,0,15,0.0,0.0,0.0,0.0
SL,Bolivia,2020-04-19,28,0,224,0.0,0.0,0.0,0.0
SL,Japan,2020-03-24,17,0,126,0.0,0.0,0.0,0.0
SL,Montenegro,2020-04-19,1,0,4,0.0,0.0,0.0,0.0
SL,Nepal,2020-03-28,53,0,204,0.0,0.0,0.0,0.0
SL,Mayotte,2020-05-01,1,0,4,0.0,0.0,0.0,0.0
SL,Belarus,2020-05-11,99,0,223,0.0,0.0,0.0,0.0
SL,Tunisia,2020-05-11,75,0,168,0.0,0.0,0.0,0.0
SL,Armenia,2020-05-10,32,0,62,0.0,0.0,0.0,0.0
SL,Jordan,2020-05-15,35,0,182,0.0,0.0,0.0,0.0
SL,Taiwan,2020-04-16,11,0,51,0.0,0.0,0.0,0.0
SL,Ghana,2020-03-19,11,0,69,0.0,0.0,0.0,0.0
SL,Panama,2020-05-06,16,0,48,0.0,0.0,0.0,0.0
SL,Indonesia,2020-05-14,8169,29,28444,53.165666000000009,13.385332,31.334984,47.455264000000007
SL,Serbia,2020-05-15,4,0,42,0.0,0.0,0.0,0.0
SL,Norway,2020-03-27,3,1,15,12.342858,0.0,12.342858,12.342858
SL,Guatemala,2020-04-01,20,0,112,0.0,0.0,0.0,0.0
SL,Panama,2020-04-09,7,0,50,0.0,0.0,0.0,0.0
SL,Ethiopia,2020-05-12,21,0,72,0.0,0.0,0.0,0.0
SL,Macao,2020-05-22,1,0,3,0.0,0.0,0.0,0.0
SL,Benin,2020-05-09,4,0,19,0.0,0.0,0.0,0.0
SL,Fiji,2020-04-16,3,0,9,0.0,0.0,0.0,0.0
SL,Sudan,2020-03-17,6,0,62,0.0,0.0,0.0,0.0
SL,Bulgaria,2020-03-22,9,0,27,0.0,0.0,0.0,0.0
SL,Taiwan,2020-03-23,19,0,58,0.0,0.0,0.0,0.0
SL,Philippines,2020-03-28,1812,10,11598,90.710048,8.827596,23.246004,27.670203
SL,Chad,2020-04-17,1,0,5,0.0,0.0,0.0,0.0
SL,Suriname,2020-03-29,1,0,16,0.0,0.0,0.0,0.0
SL,,2020-03-22,14,0,86,0.0,0.0,0.0,0.0
SL,Dominican Republic,2020-03-29,29,0,165,0.0,0.0,0.0,0.0
SL,Spain,2020-04-29,29,0,110,0.0,0.0,0.0,0.0
SL,Uruguay,2020-05-12,20,0,56,0.0,0.0,0.0,0.0
SL,Kyrgyzstan,2020-03-31,5,0,41,0.0,0.0,0.0,0.0
SL,Trinidad & Tobago,2020-03-18,8,0,27,0.0,0.0,0.0,0.0
SL,Panama,2020-04-19,9,0,34,0.0,0.0,0.0,0.0
SL,Canada,2020-05-12,43,0,108,0.0,0.0,0.0,0.0
SL,Kyrgyzstan,2020-04-22,15,0,52,0.0,0.0,0.0,0.0
SL,Lithuania,2020-05-10,20,0,38,0.0,0.0,0.0,0.0
SL,Panama,2020-05-12,30,0,89,0.0,0.0,0.0,0.0
SL,Kuwait,2020-04-23,3,0,14,0.0,0.0,0.0,0.0
SL,Israel,2020-05-22,10,0,56,0.0,0.0,0.0,0.0
SL,Paraguay,2020-04-10,10,0,48,0.0,0.0,0.0,0.0
SL,Poland,2020-04-20,14,0,65,0.0,0.0,0.0,0.0
SL,Mauritania,2020-04-26,2,0,11,0.0,0.0,0.0,0.0
SL,Tanzania,2020-04-02,3,0,14,0.0,0.0,0.0,0.0
SL,Philippines,2020-05-05,1391,8,9533,31.15967,1.48212,8.9004739999999991,20.485996999999998
SL,Azerbaijan,2020-03-30,7,0,21,0.0,0.0,0.0,0.0
SL,Tajikistan,2020-04-12,7,0,35,0.0,0.0,0.0,0.0
SL,Kazakhstan,2020-05-22,43,1,301,7.945432,7.945432,7.945432,7.945432
SL,Ukraine,2020-03-23,43,0,217,0.0,0.0,0.0,0.0
SL,Puerto Rico,2020-05-19,1,0,6,0.0,0.0,0.0,0.0
SL,Romania,2020-04-19,26,0,66,0.0,0.0,0.0,0.0
SL,Tajikistan,2020-05-16,7,0,65,0.0,0.0,0.0,0.0
SL,Slovenia,2020-04-04,4,0,10,0.0,0.0,0.0,0.0
SL,Martinique,2020-05-06,1,0,5,0.0,0.0,0.0,0.0
SL,Suriname,2020-05-11,3,0,18,0.0,0.0,0.0,0.0
SL,Greece,2020-04-13,7,0,43,0.0,0.0,0.0,0.0
SL,Indonesia,2020-03-26,2045,11,11661,41.256326,2.971036,24.742524000000003,37.549412000000004
SL,Mexico,2020-05-09,1044,5,2184,4.583398,3.1140979999999994,3.5350909999999995,3.5350909999999995
SL,Myanmar (Burma),2020-05-12,460,0,1020,0.0,0.0,0.0,0.0
SL,Peru,2020-03-28,110,0,668,0.0,0.0,0.0,0.0
SL,Iran,2020-03-23,222,0,1275,0.0,0.0,0.0,0.0
SL,Thailand,2020-05-09,1456,3,2780,38.671707,11.638292,27.002366,36.335134
SL,Mexico,2020-05-12,1096,3,2540,4.011731,2.262137,2.262137,2.262137
SL,Germany,2020-05-03,150,2,363,21.771646,10.96964,10.96964,21.771646
SL,Brazil,2020-04-02,419,1,1715,0.714617,0.0,0.0,0.0
SL,Nepal,2020-04-30,57,0,200,0.0,0.0,0.0,0.0
SL,South Korea,2020-03-24,25,0,95,0.0,0.0,0.0,0.0
SL,Germany,2020-05-11,270,9,653,142.77891,71.461266,115.79615799999999,142.77891
SL,Argentina,2020-05-08,210,0,443,0.0,0.0,0.0,0.0
SL,Sudan,2020-03-28,15,0,78,0.0,0.0,0.0,0.0
SL,Sudan,2020-05-05,14,0,77,0.0,0.0,0.0,0.0
SL,Afghanistan,2020-03-26,5,0,31,0.0,0.0,0.0,0.0
SL,Thailand,2020-04-03,292,2,1399,19.710207999999998,10.163139,12.891294,19.710207999999998
SL,Greece,2020-03-29,9,0,47,0.0,0.0,0.0,0.0
SL,Yemen,2020-03-18,11,0,77,0.0,0.0,0.0,0.0
SL,Peru,2020-03-24,133,0,709,0.0,0.0,0.0,0.0
SL,Peru,2020-04-27,129,1,615,3.93033,0.0,0.97119,3.93033
SL,France,2020-03-18,55,0,287,0.0,0.0,0.0,0.0
SL,Oman,2020-03-31,7,0,30,0.0,0.0,0.0,0.0
SL,Greece,2020-04-05,14,0,52,0.0,0.0,0.0,0.0
SL,Ireland,2020-05-09,6,0,15,0.0,0.0,0.0,0.0
SL,French Polynesia,2020-05-21,3,0,22,0.0,0.0,0.0,0.0
SL,Palestine,2020-03-23,5,0,26,0.0,0.0,0.0,0.0
SL,Belarus,2020-03-31,18,0,72,0.0,0.0,0.0,0.0
SL,Greece,2020-04-07,7,1,35,10.788458,0.0,10.788458,10.788458
SL,Tunisia,2020-04-25,17,0,76,0.0,0.0,0.0,0.0
SL,Hungary,2020-03-24,10,0,41,0.0,0.0,0.0,0.0
SL,Brunei,2020-03-29,9,0,41,0.0,0.0,0.0,0.0
SL,Syria,2020-05-03,14,0,93,0.0,0.0,0.0,0.0
SL,Libya,2020-04-13,13,0,113,0.0,0.0,0.0,0.0
SL,Barbados,2020-03-17,1,0,8,0.0,0.0,0.0,0.0
SL,Kosovo,2020-04-28,2,0,7,0.0,0.0,0.0,0.0
SL,Saudi Arabia,2020-04-05,48,0,192,0.0,0.0,0.0,0.0
SL,New Zealand,2020-03-26,10,0,31,0.0,0.0,0.0,0.0
SL,Ghana,2020-03-26,12,0,55,0.0,0.0,0.0,0.0
SL,Nicaragua,2020-05-20,13,0,96,0.0,0.0,0.0,0.0
SL,Israel,2020-04-02,13,0,44,0.0,0.0,0.0,0.0
SL,Tunisia,2020-03-18,13,0,74,0.0,0.0,0.0,0.0
SL,Taiwan,2020-04-23,21,0,55,0.0,0.0,0.0,0.0
SL,Yemen,2020-05-10,38,0,169,0.0,0.0,0.0,0.0
SL,Georgia,2020-04-25,8,0,26,0.0,0.0,0.0,0.0
SL,Syria,2020-04-17,20,0,92,0.0,0.0,0.0,0.0
SL,Austria,2020-03-17,7,0,29,0.0,0.0,0.0,0.0
SL,Jordan,2020-03-31,13,0,66,0.0,0.0,0.0,0.0
SL,Macao,2020-03-28,1,0,2,0.0,0.0,0.0,0.0
SL,Tunisia,2020-04-16,6,0,65,0.0,0.0,0.0,0.0
SL,Togo,2020-05-08,3,0,18,0.0,0.0,0.0,0.0
SL,Senegal,2020-04-21,5,0,15,0.0,0.0,0.0,0.0
SL,Belarus,2020-04-30,15,0,56,0.0,0.0,0.0,0.0
SL,Qatar,2020-03-31,4,0,13,0.0,0.0,0.0,0.0
SL,Hungary,2020-04-06,7,0,34,0.0,0.0,0.0,0.0
SL,Ireland,2020-03-31,3,0,7,0.0,0.0,0.0,0.0
SL,Portugal,2020-04-23,6,0,27,0.0,0.0,0.0,0.0
SL,Philippines,2020-03-18,2137,7,12318,16.589118,7.5175630000000009,13.048769000000002,13.933203
SL,Czechia,2020-04-10,5,0,26,0.0,0.0,0.0,0.0
SL,Qatar,2020-05-22,4,0,20,0.0,0.0,0.0,0.0
SL,Sri Lanka,2020-05-02,20,0,75,0.0,0.0,0.0,0.0
SL,Ecuador,2020-04-19,51,0,279,0.0,0.0,0.0,0.0
SL,Ecuador,2020-03-28,59,0,292,0.0,0.0,0.0,0.0
SL,Grenada,2020-05-13,3,0,7,0.0,0.0,0.0,0.0
SL,Kuwait,2020-04-08,2,0,16,0.0,0.0,0.0,0.0
SL,Italy,2020-04-02,24,0,136,0.0,0.0,0.0,0.0
SL,Afghanistan,2020-04-29,7,0,29,0.0,0.0,0.0,0.0
SL,Guam,2020-04-26,1,0,5,0.0,0.0,0.0,0.0
SL,Syria,2020-05-12,32,1,145,4.2187,0.0,0.0,3.2287
SL,Singapore,2020-04-17,14,0,120,0.0,0.0,0.0,0.0
SL,Burkina Faso,2020-03-31,4,0,15,0.0,0.0,0.0,0.0
SL,Guinea-Bissau,2020-05-14,1,0,3,0.0,0.0,0.0,0.0
SL,Vietnam,2020-03-20,1717,6,6446,93.176379,19.538439,40.846308,75.844881000000015
SL,Georgia,2020-05-23,11,0,45,0.0,0.0,0.0,0.0
SL,Uzbekistan,2020-04-18,30,0,165,0.0,0.0,0.0,0.0
SL,United Arab Emirates,2020-04-08,19,0,92,0.0,0.0,0.0,0.0
SL,Chile,2020-04-06,36,0,144,0.0,0.0,0.0,0.0
SL,Benin,2020-03-29,3,0,13,0.0,0.0,0.0,0.0
SL,Bahrain,2020-04-28,6,0,10,0.0,0.0,0.0,0.0
SL,Timor-Leste,2020-05-06,7,0,25,0.0,0.0,0.0,0.0
SL,Singapore,2020-05-15,18,0,133,0.0,0.0,0.0,0.0
SL,Czechia,2020-05-02,7,0,37,0.0,0.0,0.0,0.0
SL,Bulgaria,2020-05-03,5,0,20,0.0,0.0,0.0,0.0
SL,Kosovo,2020-04-09,3,0,3,0.0,0.0,0.0,0.0
SL,Tanzania,2020-03-22,5,0,19,0.0,0.0,0.0,0.0
SL,Congo - Kinshasa,2020-05-19,2,0,17,0.0,0.0,0.0,0.0
SL,Malawi,2020-05-04,1,0,10,0.0,0.0,0.0,0.0
SL,Brunei,2020-04-02,3,0,27,0.0,0.0,0.0,0.0
SL,Haiti,2020-04-15,4,0,16,0.0,0.0,0.0,0.0
SL,El Salvador,2020-03-20,11,0,52,0.0,0.0,0.0,0.0
SL,Hong Kong,2020-04-22,3,0,16,0.0,0.0,0.0,0.0
SL,Canada,2020-03-20,16,0,104,0.0,0.0,0.0,0.0
SL,Tunisia,2020-04-29,22,0,73,0.0,0.0,0.0,0.0
SL,Barbados,2020-03-26,2,0,8,0.0,0.0,0.0,0.0
SL,Réunion,2020-05-16,5,0,26,0.0,0.0,0.0,0.0
SL,Estonia,2020-04-14,1,0,2,0.0,0.0,0.0,0.0
SL,Kuwait,2020-04-21,5,0,13,0.0,0.0,0.0,0.0
SL,Morocco,2020-05-02,49,0,170,0.0,0.0,0.0,0.0
SL,Israel,2020-04-14,5,0,38,0.0,0.0,0.0,0.0
SL,Poland,2020-03-21,15,0,86,0.0,0.0,0.0,0.0
SL,Guatemala,2020-04-27,24,0,136,0.0,0.0,0.0,0.0
SL,Greece,2020-04-06,5,0,38,0.0,0.0,0.0,0.0
SL,Anguilla,2020-05-10,1,0,1,0.0,0.0,0.0,0.0
SL,Tunisia,2020-04-08,18,0,91,0.0,0.0,0.0,0.0
SL,Nigeria,2020-05-18,31,0,321,0.0,0.0,0.0,0.0
SL,Haiti,2020-05-15,9,0,46,0.0,0.0,0.0,0.0
SL,United Arab Emirates,2020-05-18,11,0,77,0.0,0.0,0.0,0.0
SL,Azerbaijan,2020-04-11,7,0,15,0.0,0.0,0.0,0.0
SL,Georgia,2020-03-19,9,0,33,0.0,0.0,0.0,0.0
SL,Hungary,2020-03-30,3,0,27,0.0,0.0,0.0,0.0
SL,United Kingdom,2020-04-01,40,0,149,0.0,0.0,0.0,0.0
SL,Namibia,2020-05-09,4,0,14,0.0,0.0,0.0,0.0
SL,Burkina Faso,2020-05-20,5,0,35,0.0,0.0,0.0,0.0
SL,Gambia,2020-04-19,2,0,9,0.0,0.0,0.0,0.0
SL,Tanzania,2020-03-20,12,0,24,0.0,0.0,0.0,0.0
SL,Angola,2020-03-26,1,0,15,0.0,0.0,0.0,0.0
SL,Latvia,2020-03-23,1,0,8,0.0,0.0,0.0,0.0
SL,Barbados,2020-04-19,2,0,8,0.0,0.0,0.0,0.0
SL,Bhutan,2020-05-12,13,0,41,0.0,0.0,0.0,0.0
SL,Uganda,2020-05-24,4,0,29,0.0,0.0,0.0,0.0
SL,Uganda,2020-04-13,6,0,27,0.0,0.0,0.0,0.0
SL,Belize,2020-04-03,1,0,7,0.0,0.0,0.0,0.0
SL,Hungary,2020-04-13,10,0,46,0.0,0.0,0.0,0.0
SL,Estonia,2020-05-11,3,0,8,0.0,0.0,0.0,0.0
SL,Malta,2020-04-27,2,0,4,0.0,0.0,0.0,0.0
SL,Guam,2020-04-10,1,0,5,0.0,0.0,0.0,0.0
SL,Oman,2020-03-21,9,0,33,0.0,0.0,0.0,0.0
SL,Kyrgyzstan,2020-04-24,22,0,60,0.0,0.0,0.0,0.0
SL,Uganda,2020-04-06,4,0,20,0.0,0.0,0.0,0.0
SL,Eswatini,2020-05-18,2,0,9,0.0,0.0,0.0,0.0
SL,El Salvador,2020-05-16,8,0,79,0.0,0.0,0.0,0.0
SL,Romania,2020-05-01,17,0,53,0.0,0.0,0.0,0.0
SL,Tajikistan,2020-04-19,3,0,34,0.0,0.0,0.0,0.0
SL,Sri Lanka,2020-03-25,16,0,83,0.0,0.0,0.0,0.0
SL,Austria,2020-05-07,14,0,30,0.0,0.0,0.0,0.0
SL,Jordan,2020-05-21,33,0,126,0.0,0.0,0.0,0.0
SL,Germany,2020-05-14,141,5,562,43.355224,0.0,18.332578,37.915803000000004
SL,Portugal,2020-04-12,8,0,23,0.0,0.0,0.0,0.0
SL,Qatar,2020-03-24,5,0,16,0.0,0.0,0.0,0.0
SL,Seychelles,2020-05-05,2,0,7,0.0,0.0,0.0,0.0
SL,Qatar,2020-05-03,3,0,18,0.0,0.0,0.0,0.0
SL,Oman,2020-05-19,5,0,30,0.0,0.0,0.0,0.0
SL,Malta,2020-04-25,2,0,4,0.0,0.0,0.0,0.0
SL,Bahamas,2020-04-06,6,0,14,0.0,0.0,0.0,0.0
SL,Kenya,2020-05-10,30,0,135,0.0,0.0,0.0,0.0
SL,Côte d’Ivoire,2020-03-24,8,0,52,0.0,0.0,0.0,0.0
SL,Kyrgyzstan,2020-03-23,17,0,46,0.0,0.0,0.0,0.0
SL,Ukraine,2020-04-27,46,0,230,0.0,0.0,0.0,0.0
SL,Poland,2020-03-31,17,0,64,0.0,0.0,0.0,0.0
SL,Kuwait,2020-05-21,10,0,24,0.0,0.0,0.0,0.0
SL,Palestine,2020-05-11,61,0,140,0.0,0.0,0.0,0.0
SL,Nicaragua,2020-05-16,14,0,103,0.0,0.0,0.0,0.0
SL,Zambia,2020-03-23,5,0,24,0.0,0.0,0.0,0.0
SL,Zimbabwe,2020-04-25,4,0,20,0.0,0.0,0.0,0.0
SL,Portugal,2020-05-21,11,0,40,0.0,0.0,0.0,0.0
SL,Timor-Leste,2020-04-20,4,0,22,0.0,0.0,0.0,0.0
SL,Kuwait,2020-05-08,16,0,32,0.0,0.0,0.0,0.0
SL,Mauritius,2020-05-09,20,1,34,9.83,9.83,9.83,9.83
SL,Costa Rica,2020-05-15,17,0,113,0.0,0.0,0.0,0.0
SL,Bosnia & Herzegovina,2020-04-22,1,0,3,0.0,0.0,0.0,0.0
SL,Cameroon,2020-04-03,5,0,42,0.0,0.0,0.0,0.0
SL,Belgium,2020-05-13,21,0,64,0.0,0.0,0.0,0.0
SL,Togo,2020-05-03,5,0,17,0.0,0.0,0.0,0.0
SL,Trinidad & Tobago,2020-05-13,23,0,60,0.0,0.0,0.0,0.0
SL,Russia,2020-03-27,155,2,622,29.569716999999997,1.917346,28.821941,29.569716999999997
SL,Guadeloupe,2020-04-09,1,0,10,0.0,0.0,0.0,0.0
SL,Bolivia,2020-05-22,37,0,252,0.0,0.0,0.0,0.0
SL,French Guiana,2020-03-21,1,0,4,0.0,0.0,0.0,0.0
SL,India,2020-03-24,1648,4,5269,7.08707,2.492432,7.08707,7.08707
SL,Peru,2020-05-16,72,0,678,0.0,0.0,0.0,0.0
SL,Austria,2020-04-03,5,0,23,0.0,0.0,0.0,0.0
SL,Thailand,2020-05-10,1349,8,3035,32.357974,11.328833,15.054045,27.208314
SL,Peru,2020-05-08,216,0,776,0.0,0.0,0.0,0.0
SL,Nigeria,2020-04-04,47,0,272,0.0,0.0,0.0,0.0
SL,Bangladesh,2020-03-24,69,0,257,0.0,0.0,0.0,0.0
SL,Pakistan,2020-05-17,101,0,792,0.0,0.0,0.0,0.0
SL,Mongolia,2020-05-22,12,0,117,0.0,0.0,0.0,0.0
SL,Guatemala,2020-05-20,27,0,189,0.0,0.0,0.0,0.0
SL,Bulgaria,2020-03-23,7,0,24,0.0,0.0,0.0,0.0
SL,United Arab Emirates,2020-03-19,17,0,98,0.0,0.0,0.0,0.0
SL,Malaysia,2020-04-23,548,11,1646,20.139409,6.8499370000000006,13.255463,17.720782
SL,Belgium,2020-03-29,11,0,31,0.0,0.0,0.0,0.0
SL,Kazakhstan,2020-05-02,43,0,169,0.0,0.0,0.0,0.0
SL,Myanmar (Burma),2020-04-08,91,0,385,0.0,0.0,0.0,0.0
SL,Netherlands,2020-04-27,8,0,49,0.0,0.0,0.0,0.0
SL,Benin,2020-05-03,3,0,17,0.0,0.0,0.0,0.0
SL,Albania,2020-05-17,8,0,26,0.0,0.0,0.0,0.0
SL,Italy,2020-04-13,42,0,178,0.0,0.0,0.0,0.0
SL,Tajikistan,2020-04-03,3,0,27,0.0,0.0,0.0,0.0
SL,Senegal,2020-05-18,7,0,58,0.0,0.0,0.0,0.0
SL,Micronesia,2020-04-05,2,0,4,0.0,0.0,0.0,0.0
SL,Paraguay,2020-04-08,15,0,59,0.0,0.0,0.0,0.0
SL,Singapore,2020-05-16,11,0,103,0.0,0.0,0.0,0.0
SL,American Samoa,2020-04-06,1,0,2,0.0,0.0,0.0,0.0
SL,Laos,2020-03-31,67,0,330,0.0,0.0,0.0,0.0
SL,Sri Lanka,2020-04-30,17,0,74,0.0,0.0,0.0,0.0
SL,United Kingdom,2020-04-27,35,0,154,0.0,0.0,0.0,0.0
SL,Jordan,2020-05-16,24,0,134,0.0,0.0,0.0,0.0
SL,Cambodia,2020-05-04,60,0,316,0.0,0.0,0.0,0.0
SL,Venezuela,2020-05-10,67,0,309,0.0,0.0,0.0,0.0
SL,Togo,2020-04-24,4,0,17,0.0,0.0,0.0,0.0
SL,Paraguay,2020-05-03,21,0,56,0.0,0.0,0.0,0.0
SL,United Kingdom,2020-05-03,44,1,183,12.501912,0.0,12.501912,12.501912
SL,Burkina Faso,2020-04-12,6,0,29,0.0,0.0,0.0,0.0
SL,Senegal,2020-04-29,7,0,23,0.0,0.0,0.0,0.0
SL,Somalia,2020-05-15,11,0,73,0.0,0.0,0.0,0.0
SL,Costa Rica,2020-05-24,10,0,44,0.0,0.0,0.0,0.0
SL,Djibouti,2020-05-11,5,0,13,0.0,0.0,0.0,0.0
SL,Côte d’Ivoire,2020-05-23,15,0,93,0.0,0.0,0.0,0.0
SL,Tanzania,2020-05-09,24,0,48,0.0,0.0,0.0,0.0
SL,Lithuania,2020-03-17,4,0,14,0.0,0.0,0.0,0.0
SL,Bahrain,2020-03-27,2,0,10,0.0,0.0,0.0,0.0
SL,Syria,2020-05-08,36,0,130,0.0,0.0,0.0,0.0
SL,Dominican Republic,2020-04-29,31,0,129,0.0,0.0,0.0,0.0
