event_date,advertising_id,product_id,rev
2019-11-01,27677BC8-1837-42BE-9F2E-58E9BB14A2D6,com.zitga.ninja.stickman.legends.event_shop_csv4_2,12.233904
2019-11-01,EFBD0208-EE9B-4AB6-982E-A1D7C5ACB04E,com.zitga.ninja.stickman.legends.character_raven,9.99
2019-11-01,0614B442-7A68-4CBC-B3B6-406CFA2AB5E2,com.zitga.ninja.stickman.legends.limited_saleoff_pack_1_4.99,5.640039
2019-11-01,65FE1944-D547-4F3B-AC37-D9803F5B09FF,com.zitga.ninja.stickman.legends.advance_mage,9.99
2019-11-01,65FE1944-D547-4F3B-AC37-D9803F5B09FF,com.zitga.ninja.stickman.legends.advance_hason_1,9.99
2019-11-01,65FE1944-D547-4F3B-AC37-D9803F5B09FF,com.zitga.ninja.stickman.legends.materials_0,2.99
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
2019-11-01,NULL,com.zitga.ninja.stickman.legends.package_99.99,110.250983
