app_id,advertising_id,rev
com.zitga.ninja.stickman.legends,023DC01F-541F-4C88-B0F9-6AF419936EED,13.924335
com.zitga.ninja.stickman.legends,0299E5DC-C70C-4D53-8973-E577D78AE889,4.99
com.zitga.ninja.stickman.legends,0499ADB2-9A07-450F-A01A-1250465DA60D,14.98
com.zitga.ninja.stickman.legends,04BAB412-6D85-43F1-AF4B-1C77FDE9BC60,33.719643
com.zitga.ninja.stickman.legends,0522CB67-E25B-4A1D-AB18-CC8363641C4B,23.552652000000002
com.zitga.ninja.stickman.legends,05E3C528-ED32-4FB7-89E3-EF6AA9F46786,37.91000000000001
com.zitga.ninja.stickman.legends,075221D1-EDEC-4A75-8066-F90DFC1BACAD,3.99
com.zitga.ninja.stickman.legends,0874FE35-9DEC-4CA0-BC83-034243681726,10.069076
com.zitga.ninja.stickman.legends,0BBD19D2-78E9-4B34-BFC5-11939B9E68E7,12.232111
com.zitga.ninja.stickman.legends,0F9C900E-998C-4364-B10E-780F70BC062C,3.88858
com.zitga.ninja.stickman.legends,10F5F334-8600-47F4-91EF-F0D64CE2E5C2,41.710933
com.zitga.ninja.stickman.legends,1235CFEC-81DD-47F0-A151-8859498CF3E1,47.95
com.zitga.ninja.stickman.legends,130C3236-2F5D-4111-A433-80647C0FD855,5.01301
com.zitga.ninja.stickman.legends,13EC57C5-3991-4C4E-BAE5-772ED272DAF5,5.955401
com.zitga.ninja.stickman.legends,1498A062-030A-437F-A086-401900ECFB5D,7.313197
com.zitga.ninja.stickman.legends,155BE3E7-12BA-4FE2-A6D2-E53A67B252CB,38.343129
com.zitga.ninja.stickman.legends,1624B0EE-12D5-4BDA-BD60-8C0E27B003FE,2.99
com.zitga.ninja.stickman.legends,17DA210A-A3BC-46F7-AA23-3C2408F43342,44.959999999999994
com.zitga.ninja.stickman.legends,181211C6-9DD5-455F-AFD7-C677CB8FB61C,3.99
com.zitga.ninja.stickman.legends,1B3CB525-085F-4A1F-8E9F-F93760270D74,3.99
com.zitga.ninja.stickman.legends,1DAEFBA8-E6D0-4203-BFDC-C2D38092421F,4.691528
com.zitga.ninja.stickman.legends,20BE13B0-EB11-43FB-9290-D1C90B50398F,3.887389
com.zitga.ninja.stickman.legends,25602868-596A-4582-B922-E92880DDB49F,15.384066
com.zitga.ninja.stickman.legends,27AB6419-AE9A-40D5-9C28-D56BE6B33D5B,4.993842
com.zitga.ninja.stickman.legends,29302140-78DB-4614-AC45-0CAFDE956102,1.056323
com.zitga.ninja.stickman.legends,2DA74BFD-A786-49AE-BB6C-867897EE0ADE,4.70304
com.zitga.ninja.stickman.legends,2E402CF0-1341-476D-8583-0190085EFC37,40.373945
com.zitga.ninja.stickman.legends,35F0CFC4-EFA2-4F85-891A-96EA23EDBA1D,94.30342200000001
com.zitga.ninja.stickman.legends,364F92D4-9240-4F5D-9359-81D0DE59FF88,4.99
com.zitga.ninja.stickman.legends,36F60631-D283-4ADE-AEF7-224F3FD41AA4,28.940000000000005
com.zitga.ninja.stickman.legends,3784E0C6-6812-4A59-BFC2-FB298022753D,28.130457
com.zitga.ninja.stickman.legends,3845EC0B-1055-45DE-A8BD-73B48944B382,29.014644000000004
com.zitga.ninja.stickman.legends,3989DA24-3898-415E-8D09-CDEE55CD596D,12.080166
com.zitga.ninja.stickman.legends,3B4480E8-91BA-48E2-84E9-06E0155A4107,98.86000000000001
com.zitga.ninja.stickman.legends,3D898BED-99C4-4253-B07C-8398B4674F2E,3.99
com.zitga.ninja.stickman.legends,3F3D2B48-6951-4128-A778-0EED3AF0A876,0.949463
com.zitga.ninja.stickman.legends,4209395C-4FA9-4F02-9CEB-3AC461E08B81,12.98
com.zitga.ninja.stickman.legends,442A2B47-F57F-47A1-8D38-603D80812698,9.99
com.zitga.ninja.stickman.legends,4835C980-5FD4-4378-8E82-B9A48DB453BB,10.161114
com.zitga.ninja.stickman.legends,497445C1-629A-480E-830A-408B4EBE128C,26.555158
com.zitga.ninja.stickman.legends,4ACD3B0E-88BA-4A09-B9D8-E6631AA12FED,14.98
com.zitga.ninja.stickman.legends,4CE86246-06DB-446B-85D8-428F2DE88F43,60.817304
com.zitga.ninja.stickman.legends,507DA1A3-409C-40FC-A246-3E49034693FC,30.408830000000002
com.zitga.ninja.stickman.legends,51FAE814-E3F1-444B-9061-EC5D998D79DC,3.358334
com.zitga.ninja.stickman.legends,53C52876-9401-4600-B63D-A38805DE6BB5,9.786515
com.zitga.ninja.stickman.legends,55C9C5C8-7372-4D51-90A2-B8620952221F,9.99
com.zitga.ninja.stickman.legends,56BDADA1-C495-450E-BA93-3025CDFEDEA4,4.99
com.zitga.ninja.stickman.legends,570700C7-618B-482F-A7D1-237342F3537D,4.305142
com.zitga.ninja.stickman.legends,571DC1C5-CA9B-45C9-A3BC-B0B60A9C5455,10.071324
com.zitga.ninja.stickman.legends,59131C6C-FA91-49C1-B8A1-BDA4DE65B8FB,11.93743
com.zitga.ninja.stickman.legends,599C8554-113E-443D-851C-6B37D85DEF9E,9.239304
com.zitga.ninja.stickman.legends,5C4BE017-B4DA-4952-BDB4-3A9AF0F11415,27.950000000000003
com.zitga.ninja.stickman.legends,5C676B08-6A05-4E7D-83C1-89049DA9C50C,29.489354
com.zitga.ninja.stickman.legends,5EAD7433-B0F2-45CA-9AED-90FCA1DC5839,14.426889
com.zitga.ninja.stickman.legends,60D335F0-3496-4949-9EAD-ECB948C02E68,10.655863
com.zitga.ninja.stickman.legends,6370576E-AB30-455E-BE03-E8331795111A,0.99
com.zitga.ninja.stickman.legends,64687ED7-BEC9-4FC4-9B74-619EFFD86BB7,7.680655
com.zitga.ninja.stickman.legends,64D557BD-B655-4500-81BB-BAD23E9637A1,3.863371
com.zitga.ninja.stickman.legends,695F3EBF-7AC6-4150-BAC4-D6D325A1A1D3,22.979999999999997
com.zitga.ninja.stickman.legends,6A0A400D-BB71-4DCE-995F-75F7B5B9B779,43.495572
com.zitga.ninja.stickman.legends,6ACD9FA0-D536-447A-AF4C-BE234567F1E2,34.265264
com.zitga.ninja.stickman.legends,6C096117-672C-4913-B988-A9419504C481,9.99
com.zitga.ninja.stickman.legends,6ED0A66F-94FA-4433-93DC-D379D89F45E8,9.99
com.zitga.ninja.stickman.legends,70436C19-05DF-4DA5-8F8E-2AECCCA92C01,9.99
com.zitga.ninja.stickman.legends,70DDC826-93B7-4945-8CFE-2F36208449B6,8.399389
com.zitga.ninja.stickman.legends,721AFE36-3F50-479D-BD39-2D0B0715771F,9.99
com.zitga.ninja.stickman.legends,724A0C63-A531-43C4-9A60-58248AB4D013,57.97525400000001
com.zitga.ninja.stickman.legends,7965BDCF-CEE4-4E88-BB29-E0B5C388DC3B,0.949504
com.zitga.ninja.stickman.legends,7C1274CC-4522-47D5-808F-6678EC30FC1C,3.581864
com.zitga.ninja.stickman.legends,7C27341C-F975-47AF-8485-73BEEEA254BA,29.97
com.zitga.ninja.stickman.legends,7F3F5F66-4219-4619-BE65-E3E5CC0E204E,19.789264
com.zitga.ninja.stickman.legends,7FEC0006-551A-4266-AB98-364E234C3C46,14.98
com.zitga.ninja.stickman.legends,801D3C9C-76F7-49C2-B72E-62941B44D21D,14.98
com.zitga.ninja.stickman.legends,808A7BD5-E3DE-4596-9EDF-0758B0722B92,1.023974
com.zitga.ninja.stickman.legends,8289BB2E-DECE-4777-BD1B-C40B3676E5D8,12.355121
com.zitga.ninja.stickman.legends,83C4095B-6C00-48D1-86F7-F1745201E503,2.977218
com.zitga.ninja.stickman.legends,84365A24-041A-41D7-9019-0BC91098509B,5.967619000000001
com.zitga.ninja.stickman.legends,84FEE8A1-E1B9-427C-8FC5-52D790A8351F,61.93000000000001
com.zitga.ninja.stickman.legends,85C33B57-12A2-4284-BADB-5C4C386153E0,99.99
com.zitga.ninja.stickman.legends,876B5F4C-8AE6-43F9-9785-858FF3DB4332,2.99
com.zitga.ninja.stickman.legends,89CC7B70-B276-4353-BBD9-B08532435513,83.848847
com.zitga.ninja.stickman.legends,8C16DC5A-856E-44DA-9606-DE566038C3C4,39.97
com.zitga.ninja.stickman.legends,8D37139F-E7EC-4B68-ADB5-5981EBE6FAF5,34.265845
com.zitga.ninja.stickman.legends,8DBF2949-0A7B-4A3F-8CF5-0F0A00E79429,9.99
com.zitga.ninja.stickman.legends,8FC47F45-CE49-4205-B341-C813375FE5C1,12.271728
com.zitga.ninja.stickman.legends,916878E4-16E5-42DE-AA3C-5AAC22F78D32,19.863349
com.zitga.ninja.stickman.legends,952BA171-DB24-49D6-9A5A-0C8B024B5A93,54.199308
com.zitga.ninja.stickman.legends,97BBE10A-EDE7-4B6A-A81F-D3044CB82ABE,9.99
com.zitga.ninja.stickman.legends,991E34AA-3F3A-4E1E-A09E-B960F6A74A69,24.497422
com.zitga.ninja.stickman.legends,99594CF9-92CF-4822-93F6-CB8402C93812,66.369351
com.zitga.ninja.stickman.legends,9ABFBE4A-6626-4EC7-890B-60DFEA4DB2F8,17.98
com.zitga.ninja.stickman.legends,9F1B3BF8-5DAA-4917-993D-53F3D5EBE0C2,22.96
com.zitga.ninja.stickman.legends,A003672B-064F-47E5-9100-F30B77791E8F,4.779636
com.zitga.ninja.stickman.legends,A0AE54EB-DABD-4D7E-91A0-63E9E03E9397,9.825587
com.zitga.ninja.stickman.legends,A9E9673C-5BDA-4179-8927-F1BD757A5278,28.950000000000003
com.zitga.ninja.stickman.legends,ABD71E7C-B799-4AE2-A47A-BC311952EB6F,9.450343
com.zitga.ninja.stickman.legends,AC53D933-F2F6-4F86-9EC2-7896BFD29B4C,17.285382
com.zitga.ninja.stickman.legends,B1C18BDB-7D49-4E60-92B1-0BE9C2F3AB78,29.306159
com.zitga.ninja.stickman.legends,B1ED90AA-BF54-404D-9B71-C8EC2B0ADA4E,9.99
com.zitga.ninja.stickman.legends,B28EC465-00E2-446D-A2EF-CF7D0FB878A4,227.418717
com.zitga.ninja.stickman.legends,B2A37907-7CDC-437C-99A7-A0823636BC32,0.963285
com.zitga.ninja.stickman.legends,B3DD7E35-AC5F-4679-9DC6-9180F677A567,12.166792
com.zitga.ninja.stickman.legends,B4C880DC-E686-4AAF-A0B9-4F9B239D234C,17.97
com.zitga.ninja.stickman.legends,B5DB4932-72FE-4C41-AFD2-CF9BC742EA44,2.931637
com.zitga.ninja.stickman.legends,B7EA8B58-8F5A-40F7-988B-6F5268F3E8E2,10.255238
com.zitga.ninja.stickman.legends,BA7B1296-DCC3-4E95-B05D-027894B6D6FF,0.963707
com.zitga.ninja.stickman.legends,BD3E5512-B3EA-47D2-BF22-5C97224BE408,4.944098
com.zitga.ninja.stickman.legends,C074A4E9-F426-4F44-B5CB-6C640C50585D,569.110596
com.zitga.ninja.stickman.legends,C0B2CE23-0FC5-4BD6-8FAE-C752166DB409,9.99
com.zitga.ninja.stickman.legends,C13BE8E6-E326-4E44-A061-2E568453432D,52.940000000000005
com.zitga.ninja.stickman.legends,C81AB6F2-106E-4A49-82D7-E0DC15F66BE2,2.99
com.zitga.ninja.stickman.legends,C865CBEF-86D5-40ED-9B54-E0587B52C218,29.645681
com.zitga.ninja.stickman.legends,CAF0BCB5-CE46-42AF-AB4D-A427C34885A5,23.72206
com.zitga.ninja.stickman.legends,CC2B5DFC-E24D-466E-91A3-64C170525898,52.430691
com.zitga.ninja.stickman.legends,CE19B8E7-3019-4E39-A305-8AFF2CB3F0B3,3.99
com.zitga.ninja.stickman.legends,CF134639-59AF-40B0-B7F5-15EAD073DC8F,28.824823000000002
com.zitga.ninja.stickman.legends,CF83C9C9-8672-42E4-AF09-B4CACF749CB8,27.331801000000002
com.zitga.ninja.stickman.legends,D18AFE5F-6DF1-41FC-AEF5-F34243750064,3.591335
com.zitga.ninja.stickman.legends,D2C98911-EAAA-4B69-AD0A-248F565ACB66,8.708341
com.zitga.ninja.stickman.legends,D406E0D1-6A07-489F-AAC7-DE6998ED7155,12.17748
com.zitga.ninja.stickman.legends,D410C566-AB80-4B36-95AF-1C5464F4A6CE,4.907044
com.zitga.ninja.stickman.legends,D5C30C8E-0130-4CA3-B29A-2B9E5C06FEF1,21.876931
com.zitga.ninja.stickman.legends,D613DB54-1BAF-43BC-B04F-BDBBD0865A43,30.669798
com.zitga.ninja.stickman.legends,D872F8D4-FC5A-48E7-A6A6-FAB3D96DDAC6,4.839864
com.zitga.ninja.stickman.legends,DD1F9088-437F-49A8-BE75-781E03B26097,3.479358
com.zitga.ninja.stickman.legends,DD3BA3C4-3777-4406-A6ED-3D21EB3617C2,1.204927
com.zitga.ninja.stickman.legends,DE768F82-08A2-4A8D-88C8-862C0D46BB5B,4.703141
com.zitga.ninja.stickman.legends,DFA7F296-B8CA-4C30-9DA0-3110487DA57C,9.449945
com.zitga.ninja.stickman.legends,DFE37031-62BB-4062-ADFB-602D19584531,9.449081
com.zitga.ninja.stickman.legends,DFE4DE32-648B-4A14-8A64-80883C081097,55.881033
com.zitga.ninja.stickman.legends,E146FB18-EFEE-4012-B212-9B81A449E0DC,3.569661
com.zitga.ninja.stickman.legends,E1D21193-EC20-4150-BC4A-577D827C6975,4.99
com.zitga.ninja.stickman.legends,E400DF9A-0751-4B21-AC5C-FF839D0B7793,80.93454799999999
com.zitga.ninja.stickman.legends,E49EF80B-77F6-45F6-92E3-DE1D2AB31E1B,3.688702
com.zitga.ninja.stickman.legends,E541406E-D361-4B74-A610-F75EF3937F79,31.88693
com.zitga.ninja.stickman.legends,E815D51B-1899-4CE3-9AD9-71498CEB192A,4.97813
com.zitga.ninja.stickman.legends,F05AFBB6-B13E-4A75-8861-0A26B48EE469,6.045802
com.zitga.ninja.stickman.legends,F275CF48-B144-4BBA-81E5-097F7F354B99,133.88
com.zitga.ninja.stickman.legends,F414CFAD-6DB2-4357-AD6E-1E81C1966E11,1.096214
com.zitga.ninja.stickman.legends,F5F341D8-3764-4D5B-92FE-F59C7636D88E,0.99
com.zitga.ninja.stickman.legends,F73E732C-0049-44C7-A03D-116B3F747ED0,2.931833
com.zitga.ninja.stickman.legends,F9CD6BD5-E6A2-49B1-B87C-DF5593EA8318,4.081133
com.zitga.ninja.stickman.legends,FA2BDF3C-B6A2-4478-9678-7CC728608C45,9.406624
com.zitga.ninja.stickman.legends,FA6AD722-CFA1-4C46-97AD-7D4E8DFD5671,53.13180700000001
com.zitga.ninja.stickman.legends,FD102345-7A3C-45CD-8BF3-10A5CFB75CFB,36.96
com.zitga.ninja.stickman.legends,FE552459-58A4-445E-8E9C-8ED06A47948E,9.450654
com.zitga.ninja.stickman.legends,FE7B1323-5A04-4688-8C49-60CA1A0AD51E,3.649762
com.zitga.ninja.stickman.legends,NULL,28396.39224800091
com.zitga.ninja.stickman.legends,024728AA-4742-4AD5-957A-C448BE31EE08,15.151642
com.zitga.ninja.stickman.legends,0265C3CB-AEF0-4873-8FF8-BA7FFF042D95,129.128129
com.zitga.ninja.stickman.legends,05FBDBC4-B988-4D5B-A0E9-5AC73BA5EF34,4.99
com.zitga.ninja.stickman.legends,0AA947B0-E3F1-40BC-B4BD-2BE03CCCFE01,3.330266
com.zitga.ninja.stickman.legends,14652473-3676-4A0A-AD5E-C1F826875929,3.99
com.zitga.ninja.stickman.legends,151DFEDB-508C-4215-907F-358185B4088D,0.949258
com.zitga.ninja.stickman.legends,16BABC0D-B50F-44E2-9141-CB6038AF4DDD,39.97
com.zitga.ninja.stickman.legends,171F616C-E395-4E83-9F01-C107B114BEBB,22.347595000000002
com.zitga.ninja.stickman.legends,1D67C71D-02F1-4C68-A458-19355785C537,19.611063
com.zitga.ninja.stickman.legends,1D82A2C6-698B-467D-BE25-19080F35D5AA,2.920411
com.zitga.ninja.stickman.legends,2271CDE4-9177-483E-8178-3387D921BFE3,2.99
com.zitga.ninja.stickman.legends,2500EB25-E369-4BF2-BFC3-6E12787BE232,5.652372
com.zitga.ninja.stickman.legends,2605E753-A873-4C52-861F-DB72D5AF8E96,34.97
com.zitga.ninja.stickman.legends,26FD0164-0924-4535-B816-CC07A71F172E,20.015928
